Type,Address,ZIP,Purchase Amt,Purchase Down %,1st Amount,2nd Amount,CLTV %,Purchase Date,Purchase Type,City,Owner Occ?,Listed for Sale?
CND,200 CHAMBERS ST 4L,10007,1205000,41,705000,,58,12/1/2021,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 7L,10007,1410000,23,1080000,,80,6/24/2022,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 2M,10007,1235000,100,,,0,3/17/2022,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 4M,10007,4392500,86,,,0,8/29/2017,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 7M,10007,1080000,100,500000,,32,6/11/2013,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 3P,10007,1372500,100,,,0,10/6/2023,Market,NEW YORK,0,0
CND,200 CHAMBERS ST 2P,10007,1350000,100,,,0,4/29/2022,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 5N,10007,1175000,30,822500,,67,3/4/2021,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 2Q,10007,1257000,100,,,0,10/12/2021,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 7P,10007,1350000,100,,,0,5/25/2021,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 5P,10007,1315000,100,,,0,7/22/2022,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 2R,10007,1150000,100,,,0,9/27/2016,Market,NEW YORK,1,0
CND,200 CHAMBERS ST 3R,10007,825000,25,618750,,43,8/28/2013,Market,NEW YORK,0,0
CND,200 CHAMBERS ST 2T,10007,975000,26,726200,,76,8/17/2023,Market,NEW YORK,0,0
CND,200 CHAMBERS ST 5T,10007,945000,71,275000,,25,5/18/2018,Market,NEW YORK,0,0
CND,200 CHAMBERS ST 6U,10007,1350000,50,675000,,23,9/19/2018,Market,NEW YORK,1,0
CND,101 WARREN ST 5B,10007,7200000,100,,,0,2/21/2014,Market,NEW YORK,0,0
CND,101 WARREN ST 5K,10007,8550000,100,,,0,7/27/2023,Market,NEW YORK,0,0
CND,101 WARREN ST 7D,10007,3595000,100,,,0,2/8/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 9E,10007,1720000,100,,,0,10/24/2013,Market,NEW YORK,0,0
CND,101 WARREN ST 9J,10007,2850000,35,1852500,,54,6/29/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 9I,10007,2965000,100,,,0,3/22/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 11G,10007,3500000,30,2450000,,70,1/19/2023,Market,NEW YORK,1,0
CND,101 WARREN ST 11L,10007,3771050,,,,0,7/16/2019,NonMarket-Family,NEW YORK,0,0
CND,101 WARREN ST 560M,10007,3800000,36,2450000,,55,7/6/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 590,10007,1915000,27,1400000,,61,7/14/2014,Market,NEW YORK,0,0
CND,101 WARREN ST 690,10007,1500000,100,,,0,1/5/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 750,10007,2400000,26,1780000,,56,9/27/2013,Market,NEW YORK,1,0
CND,101 WARREN ST 790,10007,1775000,100,,,0,10/19/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 950,10007,2400000,100,,,0,2/6/2018,Market,NEW YORK,0,0
CND,101 WARREN ST 980,10007,2625000,20,2100000,,73,12/13/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 1000,10007,1740000,10,1565826,,93,10/27/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 1160M,10007,3360000,100,,,0,9/9/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 1180,10007,2800000,20,2240000,,79,8/12/2022,Market,NEW YORK,0,0
CND,101 WARREN ST 1220,10007,6100000,51,,,0,2/9/2015,Market,NEW YORK,0,0
CND,101 WARREN ST 1250,10007,2695000,26,2000000,,74,4/11/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 1190,10007,2200000,30,1540000,,70,11/17/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 1520,10007,4730000,100,,,0,6/13/2023,Market,NEW YORK,1,0
CND,101 WARREN ST 1560,10007,4100000,100,,,0,10/6/2023,Market,NEW YORK,1,0
CND,101 WARREN ST 1710,10007,5150000,100,,,0,10/27/2023,Market,NEW YORK,1,0
CND,101 WARREN ST 1730,10007,3179000,100,,,0,12/13/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 1850,10007,4350000,43,1264000,,33,8/6/2014,Market,NEW YORK,0,0
CND,101 WARREN ST 1840,10007,2500000,20,2000000,,73,8/22/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 1910,10007,4225000,29,3000000,,68,2/10/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 1960,10007,4220000,100,1253000,,30,6/2/2023,Market,NEW YORK,1,0
CND,101 WARREN ST 2030,10007,3480000,20,2784000,,75,8/17/2015,Market,NEW YORK,1,0
CND,101 WARREN ST 2020,10007,4850000,100,,,0,2/14/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 2040,10007,3300000,20,2640000,,75,7/7/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 2210,10007,5862500,35,3060625,750000,66,9/20/2017,Market,NEW YORK,0,0
CND,101 WARREN ST 2230,10007,3120000,68,1000000,,32,11/23/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 2320,10007,4850000,61,1895000,,40,4/5/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 2350,10007,4350000,100,,,0,2/10/2015,Market,NEW YORK,0,0
CND,101 WARREN ST 2360,10007,3800000,100,,,0,2/11/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 2330,10007,3225000,100,,,0,8/15/2016,Market,NEW YORK,0,0
CND,101 WARREN ST 2420,10007,4825000,10,4342017,,94,1/24/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 2410,10007,5257500,100,,,0,4/24/2013,Market,NEW YORK,0,0
CND,101 WARREN ST 2450,10007,4080000,35,2652000,,66,12/20/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 2440,10007,3300000,100,,,0,4/15/2015,Market,NEW YORK,1,0
CND,101 WARREN ST 2510,10007,4555000,79,941250,,18,5/25/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 2540,10007,3375000,100,,,0,10/7/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 2660,10007,4750000,100,,,0,11/15/2017,Market,NEW YORK,0,0
CND,101 WARREN ST 2840,10007,8250000,,6600000,,77,12/2/2019,NonMarket-Family,NEW YORK,1,0
CND,101 WARREN ST 2830,10007,3275000,100,,,0,9/27/2023,Market,NEW YORK,0,0
CND,101 WARREN ST 2850,10007,4050000,100,,,0,9/27/2022,Market,NEW YORK,1,0
CND,101 WARREN ST 2820,10007,6150000,40,3690000,,71,6/18/2014,Market,NEW YORK,0,0
CND,101 WARREN ST 3030,10007,3275000,100,,,0,10/4/2023,Market,NEW YORK,1,0
CND,101 WARREN ST 3020,10007,4700000,73,1281060,,27,2/18/2021,Market,NEW YORK,1,0
CND,101 WARREN ST 3110,10007,5500000,100,,,0,1/2/2014,Market,NEW YORK,1,0
CND,101 WARREN ST 3140,10007,3550000,100,,,0,6/24/2014,Market,NEW YORK,1,0
CND,101 WARREN ST 3130,10007,3250000,30,2275000,,71,7/21/2023,Market,NEW YORK,1,0
CND,111 MURRAY ST 14C,10007,1920000,100,,,0,7/16/2021,Market,NEW YORK,1,0
CND,111 MURRAY ST 17B,10007,3628000,20,2902400,,81,1/11/2023,Market,NEW YORK,1,0
CND,111 MURRAY ST 24A,10007,4300000,100,,,0,11/10/2022,Market,NEW YORK,1,0
CND,111 MURRAY ST 35A,10007,5650000,100,,,0,7/29/2022,Market,NEW YORK,1,0
CND,111 MURRAY ST 36W,10007,6450000,30,4500000,,72,11/1/2021,Market,NEW YORK,1,0
CND,111 MURRAY ST 42A,10007,6450000,25,4837500,,9392,6/3/2022,Market,NEW YORK,1,0
CND,111 MURRAY ST 41A,10007,6250000,100,,,0,8/15/2023,Market,NEW YORK,0,0
CND,111 MURRAY ST 61E,10007,9750000,20,7800000,,99,11/16/2023,Market,NEW YORK,1,0
CND,16 JAY ST 1,10013,6000000,50,3000000,,37,12/21/2016,Market,NEW YORK,0,0
CND,16 JAY ST 2,10013,6600000,40,3960000,10247,39,7/2/2013,Market,NEW YORK,1,0
CND,161 DUANE ST 2B,10013,3200000,25,2400000,824006,53,10/17/2012,Market,NEW YORK,1,0
CND,159 DUANE ST UNIT2,10013,2800000,25,2100000,,69,12/23/2020,Market,NEW YORK,1,0
CND,159 DUANE ST UNIT4,10013,3200000,100,,,0,12/13/2016,Market,NEW YORK,1,0
CND,119 CHAMBERS ST 4,10007,3100000,100,,,0,1/22/2013,Market,NEW YORK,0,0
CND,119 CHAMBERS ST 2,10007,3200000,100,,,0,1/8/2018,Market,NEW YORK,0,0
CND,119 CHAMBERS ST 3,10007,2600000,100,,,0,11/24/2020,Market,NEW YORK,1,0
CND,100 READE ST 2C,10013,2085000,89,229969,16815,10,3/21/2018,Market,NEW YORK,0,0
CND,100 READE ST 5A,10013,2900000,41,,,0,3/24/2017,Market,NEW YORK,1,0
CND,100 READE ST 4A,10013,2695100,40,1617000,,51,8/1/2018,Market,NEW YORK,1,0
CND,100 READE ST 6D,10013,4850000,72,1350000,,22,8/24/2015,Market,NEW YORK,0,0
CND,100 READE ST 6C,10013,4850000,72,1350000,,39,8/24/2015,Market,NEW YORK,0,0
CND,132 DUANE ST 3,10013,3695000,46,2000000,,55,5/9/2022,Market,NEW YORK,1,0
CND,132 DUANE ST 2,10013,3200000,100,,,0,7/19/2021,Market,NEW YORK,1,0
CND,145 W BROADWAY 2,10013,4180000,100,1350000,350000,27,8/13/2021,Market,NEW YORK,1,0
CND,129 DUANE ST 3T,10013,2620000,24,2000000,250000,54,9/17/2013,Market,NEW YORK,1,0
CND,129 DUANE ST 2T,10013,2950000,20,2360000,,75,5/20/2021,Market,NEW YORK,1,0
CND,56 THOMAS ST 1,10013,2150000,100,,,0,10/14/2021,Market,NEW YORK,1,0
CND,58 THOMAS ST 3,10013,2400000,25,1800000,,62,2/11/2020,Market,NEW YORK,0,0
CND,56 THOMAS ST 3,10013,2650000,100,,,0,12/14/2020,Market,NEW YORK,1,0
CND,52 THOMAS ST 3C,10013,2800000,100,,,0,3/23/2022,Market,NEW YORK,1,0
CND,52 THOMAS ST 2D,10013,3160000,37,1995000,,55,7/29/2021,Market,NEW YORK,1,0
CND,52 THOMAS ST 3B,10013,2600000,48,1341219,,48,4/11/2022,Market,NEW YORK,1,0
CND,52 THOMAS ST 4D,10013,3400000,94,221000,,6,11/15/2022,Market,NEW YORK,1,0
CND,52 THOMAS ST PHB,10013,3112500,20,2490000,,84,9/12/2022,Market,NEW YORK,1,0
CND,52 THOMAS ST 5C,10013,2550000,25,1912500,,59,3/14/2017,Market,NEW YORK,1,0
CND,52 THOMAS ST PHC,10013,2150000,20,1720000,,65,3/3/2021,Market,NEW YORK,1,0
CND,137 DUANE ST 2B,10013,1100000,100,900000,,74,7/28/2021,Market,NEW YORK,1,0
CND,137 DUANE ST 5D,10013,2189237,100,,,0,10/20/2021,Market,NEW YORK,1,0
CND,137 DUANE ST 5A,10013,2750131,100,,,0,3/16/2022,Market,NEW YORK,1,0
CND,77 READE ST 2A,10007,5379000,58,2250000,12683,35,5/6/2015,Market,NEW YORK,0,0
CND,77 READE ST 2F,10007,2601637,100,,,0,3/24/2021,Market,NEW YORK,1,0
CND,77 READE ST 3D,10007,1195000,9,1088943,,91,10/10/2023,Market,NEW YORK,1,0
CND,77 READE ST 3C,10007,1200000,50,600000,,50,6/2/2023,Market,NEW YORK,1,0
CND,77 READE ST 3F,10007,2550000,,,,0,4/11/2023,NonMarket-Trust,NEW YORK,1,0
CND,77 READE ST 6A,10007,3305000,15,2804000,,82,8/8/2022,Market,NEW YORK,1,0
CND,77 READE ST 5E,10007,2925000,23,2250000,,76,1/30/2016,Market,NEW YORK,1,0
CND,57 READE ST 3B,10007,1050000,100,,,0,9/26/2022,Market,NEW YORK,1,0
CND,57 READE ST 4E,10007,1530000,28,1100000,,38,3/13/2013,Market,NEW YORK,1,0
CND,57 READE ST 5E,10007,1495000,33,999900,14966,33,12/6/2012,Market,NEW YORK,1,0
CND,57 READE ST 5B,10007,1150000,100,,,0,12/28/2021,Market,NEW YORK,1,0
CND,57 READE ST 7E,10007,1965000,100,,,0,9/9/2022,Market,NEW YORK,1,0
CND,57 READE ST 7D,10007,950000,100,1650000,,47,3/21/2013,Market,NEW YORK,0,0
CND,57 READE ST 7B,10007,1050000,100,1650000,1168709,105,3/22/2013,Market,NEW YORK,1,0
CND,57 READE ST 6F,10007,1917337,100,,,0,3/15/2013,Market,NEW YORK,0,0
CND,57 READE ST 7F,10007,1882500,25,1411875,,56,2/18/2021,Market,NEW YORK,1,0
CND,57 READE ST 8F,10007,2375000,100,,,0,8/7/2023,Market,NEW YORK,0,0
CND,57 READE ST 8E,10007,2350000,100,,,0,2/19/2016,Market,NEW YORK,1,0
CND,57 READE ST 8D,10007,1120000,100,,,0,6/9/2022,Market,NEW YORK,1,0
CND,57 READE ST 10A,10007,1964766,100,,,0,3/12/2013,Market,NEW YORK,1,0
CND,57 READE ST 10B,10007,1405000,20,1124000,,74,9/29/2021,Market,NEW YORK,1,0
CND,57 READE ST 10D,10007,1140000,20,912000,,76,1/3/2022,Market,NEW YORK,1,0
CND,57 READE ST 12E,10007,960000,100,,,0,4/14/2014,Market,NEW YORK,1,0
CND,57 READE ST 14B,10007,1425000,100,,,0,12/28/2022,Market,NEW YORK,1,0
CND,57 READE ST 12B,10007,1500000,47,800000,,50,2/18/2021,Market,NEW YORK,1,0
CND,57 READE ST 12C,10007,1950000,34,,,0,9/15/2022,Market,NEW YORK,1,0
CND,57 READE ST 12A,10007,,,,,0,,,NEW YORK,1,0
CND,57 READE ST 14A,10007,2270000,100,,,0,9/15/2017,Market,NEW YORK,0,0
CND,57 READE ST 12F,10007,26500000,100,,,0,12/11/2020,Market,NEW YORK,1,0
CND,57 READE ST 14F,10007,1825000,53,866000,4000,32,11/1/2012,Market,NEW YORK,1,0
CND,57 READE ST 16A,10007,1425000,54,650000,2700,30,10/16/2012,Market,NEW YORK,1,0
CND,57 READE ST 15A,10007,1990000,100,150000,,7,1/27/2022,Market,NEW YORK,1,0
CND,57 READE ST 16F,10007,2500000,100,,,0,3/15/2016,Market,NEW YORK,1,0
CND,57 READE ST 17C,10007,1585000,100,,,0,6/28/2023,Market,NEW YORK,0,0
CND,57 READE ST 17A,10007,2100000,100,,,0,3/17/2022,Market,NEW YORK,1,0
CND,57 READE ST 18A,10007,1858306,100,,,0,11/26/2012,Market,NEW YORK,1,0
CND,57 READE ST 21B,10007,2375100,25,1781250,43750,66,10/10/2013,Market,NEW YORK,1,0
CND,57 READE ST 21C,10007,2350000,25,1762500,,70,11/4/2022,Market,NEW YORK,1,0
CND,106 DUANE ST 3,10007,2610000,22,2030000,,76,7/18/2023,Market,NEW YORK,0,0
CND,356 BROADWAY 2A,10013,1800000,39,1100000,12144,47,5/1/2017,Market,NEW YORK,1,0
CND,356 BROADWAY 5D,10013,3000000,42,1750000,,58,7/21/2023,Market,NEW YORK,0,0
CND,354 BROADWAY 9,10013,3975000,100,,,0,7/26/2018,Market,NEW YORK,0,0
CND,101 LEONARD ST 3B,10013,2850000,35,1852500,,58,3/24/2022,Market,NEW YORK,1,0
CND,101 LEONARD ST 4E,10013,3150000,100,,,0,9/15/2023,Market,NEW YORK,1,0
CND,101 LEONARD ST 3D,10013,2925000,100,,,0,2/29/2016,Market,NEW YORK,0,0
CND,101 LEONARD ST 7A,10013,4310625,100,,,0,4/5/2023,Market,NEW YORK,0,0
CND,101 LEONARD ST 7C,10013,1235500,100,,,0,6/17/2021,Market,NEW YORK,1,0
CND,101 LEONARD ST 8E,10013,3150000,10,2834685,,86,12/12/2022,Market,NEW YORK,1,0
CND,101 LEONARD ST 9A,10013,2025000,100,,,0,11/16/2023,Market,NEW YORK,0,0
CND,101 LEONARD ST 8F,10013,1960000,100,,,0,12/17/2018,Market,NEW YORK,0,0
CND,101 LEONARD ST 8B,10013,2975000,20,2380000,,76,9/29/2022,Market,NEW YORK,1,0
CND,101 LEONARD ST 11F,10013,1750000,57,,,0,3/30/2023,Market,NEW YORK,0,0
CND,376 BROADWAY 5G,10013,630000,100,,,0,1/21/2022,Market,NEW YORK,1,0
CND,376 BROADWAY 5D,10013,538000,35,349700,,59,3/10/2023,Market,NEW YORK,0,0
CND,376 BROADWAY 10G,10013,720000,100,,,0,8/22/2023,Market,NEW YORK,0,0
CND,376 BROADWAY 12F,10013,950000,40,570000,,52,5/20/2021,Market,NEW YORK,1,0
CND,376 BROADWAY 13D,10013,655000,100,,,0,4/5/2022,Market,NEW YORK,1,0
CND,376 BROADWAY 14A,10013,720000,100,,,0,8/29/2023,Market,NEW YORK,1,0
CND,376 BROADWAY 18G,10013,725000,30,507500,,69,2/24/2022,Market,NEW YORK,1,0
CND,376 BROADWAY 18D,10013,688000,100,,,0,6/14/2022,Market,NEW YORK,1,0
CND,81 WHITE ST 2W,10013,2680000,73,728716,200000,30,7/26/2021,Market,NEW YORK,1,0
CND,81 WHITE ST 3W,10013,2598000,20,2078400,,78,1/5/2022,Market,NEW YORK,1,0
CND,77 WHITE ST 2,10013,3300000,100,,,0,9/7/2013,Market,NEW YORK,0,0
CND,50 FRANKLIN ST 2A,10013,970000,100,,,0,3/3/2023,Market,NEW YORK,0,0
CND,50 FRANKLIN ST 2C,10013,1950000,20,1560000,,33,3/30/2016,Market,NEW YORK,0,0
CND,50 FRANKLIN ST 3B,10013,850000,39,515000,,62,8/4/2023,Market,NEW YORK,0,0
CND,50 FRANKLIN ST 3E,10013,988000,100,,,0,4/5/2019,Market,NEW YORK,0,0
CND,50 FRANKLIN ST 4E,10013,1100000,20,880000,,37,1/10/2022,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 4D,10013,1470000,46,800000,,19,1/30/2015,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 6B,10013,880000,100,,,0,10/11/2023,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 8E,10013,1200000,40,720000,,61,7/8/2022,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 9A,10013,1075000,100,,,0,5/12/2022,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 9B,10013,795000,100,,,0,9/18/2013,Market,NEW YORK,0,1
CND,50 FRANKLIN ST 9D,10013,1400000,20,1120000,,79,9/15/2023,Market,NEW YORK,0,0
CND,50 FRANKLIN ST 11A,10013,1198000,100,,,0,8/3/2022,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 12C,10013,1500000,100,,,0,9/2/2016,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 14B,10013,1650000,100,,,0,5/26/2022,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 14C,10013,1562500,,1093750,,30,7/29/2019,NonMarket-Family,NEW YORK,0,0
CND,50 FRANKLIN ST 15B,10013,1400000,20,1120000,,31,6/2/2021,Market,NEW YORK,1,0
CND,50 FRANKLIN ST 18B,10013,1775000,100,,,0,5/16/2023,Market,NEW YORK,0,0
CND,66 LEONARD ST 2E,10013,3699500,16,3100000,,82,10/19/2023,Market,NEW YORK,0,0
CND,66 LEONARD ST 3E,10013,,,2000000,,48,,,NEW YORK,1,0
CND,66 LEONARD ST 6D,10013,4000000,100,2000000,,48,12/23/2021,Market,NEW YORK,1,0
CND,66 LEONARD ST 7A,10013,4100000,100,,,0,6/1/2022,Market,NEW YORK,1,0
CND,66 LEONARD ST 6B,10013,5398000,100,,,0,4/27/2016,Market,NEW YORK,1,0
CND,66 LEONARD ST 10A,10013,3700000,10,3329630,,79,7/8/2021,Market,NEW YORK,1,0
CND,66 LEONARD ST 12B,10013,8100000,75,2000000,1200000,24,1/18/2017,Market,NEW YORK,1,0
CND,93 WORTH ST 210,10013,2300000,100,,,0,4/28/2022,Market,NEW YORK,1,0
CND,93 WORTH ST 207,10013,1550000,20,1237870,,72,9/29/2021,Market,NEW YORK,1,0
CND,93 WORTH ST 307,10013,925000,31,636150,8517,68,1/4/2018,Market,NEW YORK,1,0
CND,93 WORTH ST 411,10013,1100000,100,,,0,1/9/2020,Market,NEW YORK,0,0
CND,93 WORTH ST 502,10013,3650000,100,,,0,8/5/2022,Market,NEW YORK,1,0
CND,93 WORTH ST 604,10013,2250000,100,,,0,1/21/2021,Market,NEW YORK,1,0
CND,93 WORTH ST 801,10013,2150000,70,756562,,35,10/12/2017,Market,NEW YORK,1,0
CND,93 WORTH ST 802,10013,3750000,100,,,0,4/14/2022,Market,NEW YORK,1,0
CND,93 WORTH ST 902,10013,16931250,85,2520000,,49,5/1/2020,Market,NEW YORK,1,0
CND,93 WORTH ST 905,10013,2409000,100,,,0,1/19/2023,Market,NEW YORK,1,0
CND,93 WORTH ST 1005,10013,2232750,20,1786250,,74,11/19/2021,Market,NEW YORK,1,0
CND,93 WORTH ST 1202,10013,3825000,100,,,0,10/14/2022,Market,NEW YORK,1,0
CND,93 WORTH ST 1206,10013,5995000,62,,,0,2/5/2016,Market,NEW YORK,1,0
CND,93 WORTH ST PH3,10013,8150000,63,3000000,,38,3/3/2016,Market,NEW YORK,0,0
CND,93 WORTH ST PH2,10013,4215555,100,,,0,5/27/2015,Market,NEW YORK,0,0
CND,65 WORTH ST 4D,10013,3150000,100,,,0,3/21/2022,Market,NEW YORK,1,0
CND,79 WORTH ST 2C,10013,3165000,25,2373750,,66,4/4/2016,Market,NEW YORK,0,0
CND,79 WORTH ST 3R,10013,2750000,100,,,0,9/16/2016,Market,NEW YORK,1,0
CND,93 FRANKLIN ST 6A,10013,3350000,100,,,0,9/13/2021,Market,NEW YORK,1,0
CND,87 LEONARD ST PHA,10013,10500000,100,,,0,4/19/2023,Market,NEW YORK,0,0
CND,67 FRANKLIN ST 6A,10013,8400000,35,5460000,,68,5/18/2022,Market,NEW YORK,1,0
CND,55 WHITE ST 2B,10013,4000000,100,2800000,1011621,89,9/18/2013,Market,NEW YORK,1,0
CND,55 WHITE ST 4B,10013,3900000,100,,,0,3/21/2023,Market,NEW YORK,0,0
CND,55 WHITE ST 5C,10013,2875000,100,2000000,,59,4/20/2015,Market,NEW YORK,1,0
CND,55 WHITE ST 2C,10013,3175000,100,,,0,2/5/2021,Market,NEW YORK,1,0
CND,90 FRANKLIN ST 2N,10013,3295000,50,1647500,,51,9/27/2022,Market,NEW YORK,1,0
CND,55 WHITE ST 4C,10013,5606250,100,,,0,10/19/2021,Market,NEW YORK,1,0
CND,90 FRANKLIN ST 3N,10013,2953000,40,1771800,,46,3/4/2016,Market,NEW YORK,0,0
CND,90 FRANKLIN ST 4S,10013,4055000,100,,,0,10/24/2013,Market,NEW YORK,0,0
CND,90 FRANKLIN ST 5N,10013,3195000,100,,,0,4/10/2017,Market,NEW YORK,0,0
CND,90 FRANKLIN ST 7S,10013,3500000,10,3149650,,63,4/1/2021,Market,NEW YORK,1,0
CND,90 FRANKLIN ST 3S,10013,4100000,35,2665000,,54,4/29/2021,Market,NEW YORK,1,0
CND,90 FRANKLIN ST 8S,10013,3500000,20,2800000,,61,1/29/2020,Market,NEW YORK,0,0
CND,90 FRANKLIN ST 15,10013,13500000,100,,,0,6/18/2013,Market,NEW YORK,0,0
CND,88 FRANKLIN ST 3,10013,6700000,100,100000,,1,3/20/2020,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 3D,10013,1325000,100,,,0,3/23/2022,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 5B,10013,2500000,25,1875000,,65,7/16/2021,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 7B,10013,3303500,100,,,0,1/3/2022,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 6A,10013,3275000,100,,,0,9/18/2023,Market,NEW YORK,0,0
CND,5 FRANKLIN PL 5C,10013,2175000,43,1245000,,52,7/20/2021,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 9C,10013,2450000,100,,,0,2/10/2023,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 12C,10013,2450000,91,217000,,7,10/19/2021,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 14D,10013,3300000,70,1000000,,29,5/4/2021,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 11C,10013,2700000,100,,,0,10/25/2021,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 11B,10013,1435000,100,,,0,10/20/2022,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 17A,10013,5900000,25,4425000,,75,8/31/2021,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 14A,10013,4175000,100,750000,,19,10/18/2021,Market,NEW YORK,1,0
CND,5 FRANKLIN PL 17B,10013,5250000,25,3937500,,69,4/2/2019,Market,NEW YORK,1,0
CND,56 LEONARD ST 6W,10013,7500000,33,5000000,750000,75,8/11/2022,Market,NEW YORK,1,0
CND,56 LEONARD ST 15BW,10013,4775000,100,,,0,10/3/2022,Market,NEW YORK,1,0
CND,56 LEONARD ST 17BE,10013,7997000,20,6396000,,81,12/8/2022,Market,NEW YORK,1,0
CND,56 LEONARD ST 30AW,10013,5050000,41,3000000,15233,61,2/22/2018,Market,NEW YORK,0,0
CND,56 LEONARD ST 31AE,10013,7500000,35,4875000,,81,8/19/2022,Market,NEW YORK,1,0
CND,56 LEONARD ST 35AW,10013,5000000,100,,,0,9/24/2021,Market,NEW YORK,1,0
CND,56 LEONARD ST 41AE,10013,9500000,100,,,0,9/19/2023,Market,NEW YORK,1,0
CND,53 LEONARD ST 1W,10013,3810000,20,2857499,949000,59,9/16/2013,Market,NEW YORK,1,0
CND,53 LEONARD ST 3,10013,8650000,48,4537698,,55,7/18/2022,Market,NEW YORK,1,0
CND,25 LEONARD ST 1,10013,3725000,100,,,0,2/4/2022,Market,NEW YORK,1,0
CND,25 LEONARD ST 5,10013,2999999,40,1799399,,58,12/6/2021,Market,NEW YORK,1,0
CND,155 FRANKLIN ST 2S,10013,5950000,35,3867500,,77,1/12/2023,Market,NEW YORK,1,0
CND,21 LEONARD ST 1W,10013,4300000,100,6100000,,140,7/13/2016,Market,NEW YORK,1,0
CND,155 FRANKLIN ST 3N,10013,5520000,100,,,0,2/18/2015,Market,NEW YORK,0,0
CND,155 FRANKLIN ST 3S,10013,5700000,100,,,0,6/5/2017,Market,NEW YORK,1,0
CND,155 FRANKLIN ST 4S,10013,7100000,100,,,0,2/24/2022,Market,NEW YORK,1,0
CND,18 LEONARD ST 1D,10013,6435000,30,4504500,73584,58,11/20/2015,Market,NEW YORK,1,0
CND,14 LEONARD ST 4D,10013,6750000,53,3000000,2002708,61,8/12/2015,Market,NEW YORK,0,0
CND,18 LEONARD ST 6A,10013,2895000,20,2000000,316000,46,1/10/2013,Market,NEW YORK,0,0
CND,27 LEONARD ST 5,10013,2850000,50,1425000,,47,9/13/2021,Market,NEW YORK,1,0
CND,27 LEONARD ST 4,10013,3000000,37,1900000,26940,53,8/18/2014,Market,NEW YORK,1,0
CND,27 LEONARD ST 2,10013,2850000,100,,,0,5/18/2021,Market,NEW YORK,1,0
CND,15 LEONARD ST 4,10013,6680000,36,4250000,,65,1/26/2022,Market,NEW YORK,1,0
CND,67 HUDSON ST 1B,10013,1215000,21,965000,,69,3/22/2022,Market,NEW YORK,1,0
CND,77 HUDSON ST 4-RES,10013,2632000,100,,,0,12/9/2021,Market,NEW YORK,1,0
CND,67 HUDSON ST 4A,10013,4076500,26,2999625,,60,5/4/2015,Market,NEW YORK,1,0
CND,67 HUDSON ST 4C,10013,880000,100,,,0,2/5/2021,Market,NEW YORK,1,0
CND,67 HUDSON ST 5C,10013,1200000,100,,,0,10/4/2023,Market,NEW YORK,0,0
