Type,Address,ZIP,Purchase Amt,Purchase Down %,1st Amount,2nd Amount,CLTV %,Purchase Date,Purchase Type,City,Owner Occ?,Listed for Sale?
CND,17 JAY ST 1,10013,3100000,35,2000000,16008,57,9/2/2016,Market,NEW YORK,0,0
CND,67 HUDSON ST 4D,10013,4076500,26,2999625,,66,5/4/2015,Market,NEW YORK,0,0
CND,349 GREENWICH ST 3,10013,4600000,100,3450000,,74,5/12/2023,Market,NEW YORK,0,0
CND,5 HARRISON ST 3,10013,4100000,100,2870000,,80,7/12/2022,Market,NEW YORK,1,0
CND,7 HARRISON ST 4S,10013,5250000,100,,,0,8/15/2023,Market,NEW YORK,1,0
CND,363 GREENWICH ST 2C,10013,2495000,20,1996000,,77,8/11/2023,Market,NEW YORK,1,0
CND,363 GREENWICH ST 3A,10013,3050000,74,787500,,22,11/16/2020,Market,NEW YORK,1,0
CND,363 GREENWICH ST 3B,10013,3495000,100,,,0,10/12/2021,Market,NEW YORK,1,0
CND,363 GREENWICH ST 3C,10013,2375000,100,,,0,9/19/2022,Market,NEW YORK,1,0
CND,8 HARRISON ST 4,10013,2800000,25,2100000,,73,9/8/2023,Market,NEW YORK,1,0
CND,64 N MOORE ST 4W,10013,2525000,25,1893750,,60,10/1/2020,Market,NEW YORK,1,0
CND,64 N MOORE ST 3W,10013,2650000,100,,,0,4/11/2022,Market,NEW YORK,1,0
CND,64 N MOORE ST 2W,10013,2280050,100,,,0,3/31/2022,Market,NEW YORK,1,0
CND,62 BEACH ST 2D,10013,4495000,100,,,0,12/20/2021,Market,NEW YORK,1,0
CND,62 BEACH ST 2F,10013,3250000,100,,,0,5/4/2017,Market,NEW YORK,1,0
CND,62 BEACH ST 5F,10013,3150000,22,5750000,,186,1/27/2020,Market,NEW YORK,1,0
CND,62 BEACH ST 4G,10013,2050000,100,,,0,7/6/2016,Market,NEW YORK,0,0
CND,53 N MOORE ST 2G,10013,2964634,80,22052,,1,8/2/2017,Market,NEW YORK,1,0
CND,53 N MOORE ST 3B,10013,2525000,100,,,0,5/2/2023,Market,NEW YORK,0,0
CND,53 N MOORE ST 2H,10013,2100000,20,1680000,,74,7/16/2021,Market,NEW YORK,1,0
CND,53 N MOORE ST 3F,10013,4300000,100,10000,,0,1/25/2022,Market,NEW YORK,1,0
CND,53 N MOORE ST 4A,10013,3492000,100,,,0,7/31/2023,Market,NEW YORK,0,0
CND,53 N MOORE ST 4G,10013,2760000,30,1932000,,67,7/26/2022,Market,NEW YORK,1,0
CND,53 N MOORE ST 5F,10013,4130000,40,2475000,,49,7/14/2015,Market,NEW YORK,1,0
CND,53 N MOORE ST 5E,10013,3560000,100,,,0,10/11/2023,Market,NEW YORK,0,0
CND,53 N MOORE ST 6E,10013,906500,100,,,0,5/18/2001,Market,NEW YORK,1,0
CND,59 N MOORE ST 1E,10013,3495000,100,,,0,7/21/2023,Market,NEW YORK,0,0
CND,60 BEACH ST PH2,10013,6750000,26,5000000,,76,7/25/2022,Market,NEW YORK,1,0
CND,48 BEACH ST PH3,10013,5910000,66,2000000,,27,4/8/2015,Market,NEW YORK,0,0
CND,110 HUDSON ST 5,10013,6300000,100,,,0,4/7/2023,Market,NEW YORK,1,0
CND,112 HUDSON ST 4,10013,1800000,100,,,0,10/21/2020,Market,NEW YORK,1,0
CND,112 HUDSON ST 3,10013,1801000,20,1440800,,68,1/11/2018,Market,NEW YORK,1,0
CND,158 FRANKLIN ST 3,10013,2750000,10,2200000,380000,67,4/6/2016,Market,NEW YORK,0,0
CND,9 N MOORE ST 4,10013,2900000,10,2609710,,92,8/31/2021,Market,NEW YORK,1,0
CND,31 N MOORE ST 4E,10013,6000000,20,4800000,,80,3/29/2022,Market,NEW YORK,1,0
CND,35 N MOORE ST 6A,10013,5850000,100,,,0,4/15/2022,Market,NEW YORK,1,0
CND,27 N MOORE ST 2C,10013,4300000,44,2400000,,48,6/26/2015,Market,NEW YORK,1,0
CND,27 N MOORE ST 5E,10013,3475000,100,1773183,,46,8/18/2016,Market,NEW YORK,1,0
CND,27 N MOORE ST 6A,10013,3850000,51,,,0,12/6/2012,Market,NEW YORK,0,0
CND,27 N MOORE ST 5D,10013,3400000,26,2500000,,76,9/9/2022,Market,NEW YORK,1,0
CND,27 N MOORE ST 5A,10013,4200000,100,3000000,,67,7/9/2019,Market,NEW YORK,0,0
CND,27 N MOORE ST 6C,10013,4450000,30,,,0,5/6/2013,Market,NEW YORK,1,0
CND,27 N MOORE ST 8A,10013,4400000,100,,,0,3/18/2022,Market,NEW YORK,1,0
CND,25 N MOORE ST 2B,10013,3600000,100,,,0,2/18/2021,Market,NEW YORK,1,0
CND,25 N MOORE ST 2A,10013,4635000,100,,,0,6/28/2018,Market,NEW YORK,1,0
CND,25 N MOORE ST 3B,10013,3800000,53,1770000,,14,2/25/2021,Market,NEW YORK,1,0
CND,25 N MOORE ST 9C,10013,3300000,100,2310000,,66,1/6/2022,Market,NEW YORK,1,0
CND,25 N MOORE ST 9A,10013,8000000,100,,,0,8/8/2023,Market,NEW YORK,1,0
CND,25 N MOORE ST 9B,10013,4800000,100,,,0,1/11/2016,Market,NEW YORK,1,0
CND,25 N MOORE ST 11A,10013,6425000,46,3500000,,50,5/8/2015,Market,NEW YORK,1,0
CND,25 N MOORE ST 12A,10013,5550000,25,4162500,,75,2/28/2022,Market,NEW YORK,1,0
CND,25 N MOORE ST 10C,10013,6900000,100,,,0,4/3/2023,Market,NEW YORK,0,0
CND,25 N MOORE ST 12C,10013,3800000,20,3040000,,84,12/22/2022,Market,NEW YORK,1,0
CND,25 N MOORE ST 11C,10013,6900000,100,,,0,4/3/2023,Market,NEW YORK,0,0
CND,124 HUDSON ST 4B,10013,3400000,40,2040000,,57,2/28/2022,Market,NEW YORK,1,0
CND,124 HUDSON ST 3D,10013,4125000,100,2887500,,76,4/6/2022,Market,NEW YORK,1,0
CND,124 HUDSON ST 4C,10013,2124000,31,2600000,500000,42,2/13/2002,Market,NEW YORK,1,0
CND,124 HUDSON ST 5C,10013,6200000,100,,,0,11/1/2023,Market,NEW YORK,0,0
CND,124 HUDSON ST 5B,10013,3691000,100,,,0,1/27/2022,Market,NEW YORK,1,0
CND,124 HUDSON ST 7C,10013,6500000,100,,,0,11/16/2023,Market,NEW YORK,0,0
CND,41 N MOORE ST 4,10013,2418344,100,,,0,1/29/2016,Market,NEW YORK,1,0
CND,11 N MOORE ST 2A,10013,6490800,30,4543560,,64,3/2/2021,Market,NEW YORK,1,0
CND,11 N MOORE ST 3A,10013,7500000,100,5000000,,69,5/16/2022,Market,NEW YORK,1,0
CND,11 N MOORE ST 4B,10013,4300000,100,,,0,10/25/2023,Market,NEW YORK,1,0
CND,11 N MOORE ST 4C,10013,8100000,30,5670000,,76,6/23/2022,Market,NEW YORK,1,0
CND,11 N MOORE ST 6B,10013,4460000,20,3568000,,88,8/22/2022,Market,NEW YORK,1,0
CND,395 BROADWAY 3B,10013,1575000,100,,,0,12/22/2021,Market,NEW YORK,1,0
CND,395 BROADWAY 4D,10013,1745000,20,1396000,,79,10/25/2023,Market,NEW YORK,1,0
CND,395 BROADWAY 9A,10013,2345000,100,,,0,8/4/2016,Market,NEW YORK,1,0
CND,395 BROADWAY 6E,10013,2020000,100,,,0,7/30/2018,Market,NEW YORK,0,0
CND,395 BROADWAY 8C,10013,1975000,35,1275000,,67,1/9/2023,Market,NEW YORK,1,0
CND,395 BROADWAY 8E,10013,1975000,22,1540000,,73,11/5/2021,Market,NEW YORK,1,0
CND,395 BROADWAY 7C,10013,1750000,20,1400000,,77,7/26/2022,Market,NEW YORK,1,0
CND,395 BROADWAY 12C,10013,1700000,20,1360000,,79,6/21/2023,Market,NEW YORK,0,0
CND,395 BROADWAY 12A,10013,1850000,100,,,0,10/13/2021,Market,NEW YORK,1,0
CND,395 BROADWAY 14A,10013,2016000,35,1312500,10433,47,2/11/2013,Market,NEW YORK,1,0
CND,395 BROADWAY 11D,10013,1899000,26,1410000,,74,5/31/2022,Market,NEW YORK,1,0
CND,395 BROADWAY 10C,10013,2000000,72,550000,,24,3/9/2016,Market,NEW YORK,1,0
CND,395 BROADWAY 13E,10013,1930000,100,,,0,8/14/2023,Market,NEW YORK,0,0
CND,395 BROADWAY 14B,10013,1458000,20,1166400,,78,12/14/2021,Market,NEW YORK,1,0
CND,395 BROADWAY 15C,10013,1950000,30,1365000,,61,11/29/2017,Market,NEW YORK,1,0
CND,42 WHITE ST 2,10013,3400000,100,,,0,5/11/2022,Market,NEW YORK,1,0
CND,45 WALKER ST 4,10013,6150000,39,3772235,,38,1/10/2015,Market,NEW YORK,1,0
CND,51 WALKER ST 8A,10013,3165000,30,2215500,,74,8/4/2022,Market,NEW YORK,1,0
CND,51 WALKER ST 5B,10013,3000000,20,2400000,,66,4/6/2016,Market,NEW YORK,1,0
CND,51 WALKER ST 3B,10013,3795000,11,3389788,,89,9/28/2022,Market,NEW YORK,1,0
CND,51 WALKER ST 3A,10013,1925000,30,1347500,,74,5/2/2022,Market,NEW YORK,1,0
CND,51 WALKER ST 4A,10013,2975000,100,,,0,8/19/2016,Market,NEW YORK,0,0
CND,51 WALKER ST 7A,10013,2937500,20,2350000,,80,5/30/2023,Market,NEW YORK,1,0
CND,60 WHITE ST PHW,10013,5850000,32,4000000,,66,11/27/2023,Market,NEW YORK,0,0
CND,44 LISPENARD ST 3,10013,3575000,100,980000,,30,8/22/2022,Market,NEW YORK,1,0
CND,58 WALKER ST 3,10013,2425000,35,,,0,10/31/2012,Market,NEW YORK,1,0
CND,46 LISPENARD ST 2A,10013,3800000,25,2850000,,75,3/22/2023,Market,NEW YORK,1,0
CND,52 LISPENARD ST 4,10013,6000000,100,,,0,2/3/2021,Market,NEW YORK,1,0
CND,50 LISPENARD ST 3,10013,3225000,20,2580000,,76,6/21/2021,Market,NEW YORK,1,0
CND,42 LISPENARD ST 5,10013,7000000,100,,,0,8/25/2022,Market,NEW YORK,1,0
CND,42 LISPENARD ST 4,10013,3925000,100,,,0,6/11/2020,Market,NEW YORK,1,0
CND,50 BAYARD ST 2G,10013,788000,100,,,0,11/14/2022,Market,NEW YORK,1,0
CND,50 BAYARD ST 2P,10013,820000,40,492000,,55,9/14/2021,Market,NEW YORK,1,0
CND,50 BAYARD ST 2Y,10013,728000,25,546000,,70,7/29/2022,Market,NEW YORK,1,0
CND,50 BAYARD ST 3J,10013,999999,100,,,2,8/4/2016,Market,NEW YORK,0,0
CND,50 BAYARD ST 3K,10013,800000,40,480000,,55,1/3/2022,Market,NEW YORK,1,0
CND,50 BAYARD ST 5N,10013,788000,100,700000,,86,10/19/2017,Market,NEW YORK,1,0
CND,50 BAYARD ST 6G,10013,699000,100,,,0,5/17/2023,Market,NEW YORK,1,0
CND,50 BAYARD ST 8E,10013,925000,100,,,0,6/7/2017,Market,NEW YORK,1,0
CND,50 BAYARD ST 8U,10013,202800,100,,,0,5/15/2015,Market,NEW YORK,1,0
CND,158 HESTER ST 3D,10013,1525000,34,1000000,13471,43,9/10/2013,Market,NEW YORK,1,0
CND,158 HESTER ST 5F,10013,1425000,100,,,0,8/12/2021,Market,NEW YORK,1,0
CND,158 HESTER ST 5D,10013,1630000,100,200000,,11,4/7/2016,Market,NEW YORK,0,0
CND,158 HESTER ST 6G,10013,1800000,100,765000,,34,4/10/2015,Market,NEW YORK,1,0
CND,158 HESTER ST 6J,10013,708888,100,,,0,2/19/2016,Market,NEW YORK,1,0
CND,123 BAXTER ST 2A,10013,2200000,45,375000,375000,28,4/13/2016,Market,NEW YORK,1,0
CND,123 BAXTER ST 4B,10013,2050000,20,1140000,499999,63,3/22/2017,Market,NEW YORK,1,0
CND,123 BAXTER ST 5A,10013,1995000,100,,,0,5/25/2023,Market,NEW YORK,0,0
CND,123 BAXTER ST TH,10013,3250000,15,2762500,,67,9/21/2015,Market,NEW YORK,0,0
CND,123 BAXTER ST PHA,10013,4500000,100,,,0,12/20/2022,Market,NEW YORK,1,0
CND,129 LAFAYETTE ST 4A,10013,3725000,100,2793750,,68,1/26/2021,Market,NEW YORK,1,0
CND,129 LAFAYETTE ST 6A,10013,4211000,100,2737150,,67,5/31/2022,Market,NEW YORK,1,0
CND,129 LAFAYETTE ST 2A,10013,3650000,100,,,0,3/24/2022,Market,NEW YORK,1,0
CND,129 LAFAYETTE ST 5A,10013,3800000,100,,,0,3/11/2022,Market,NEW YORK,1,0
CND,129 LAFAYETTE ST 5C,10013,3250000,100,,,0,5/18/2022,Market,NEW YORK,1,0
CND,129 LAFAYETTE ST 4C,10013,3450000,78,750000,,21,6/17/2022,Market,NEW YORK,1,0
CND,129 LAFAYETTE ST 7C,10013,2850000,100,,,0,8/6/2021,Market,NEW YORK,1,0
CND,129 LAFAYETTE ST 10A,10013,5500000,31,3800000,,70,10/15/2021,Market,NEW YORK,1,0
CND,29 HOWARD ST 2,10013,3700000,46,,,0,9/14/2021,Market,NEW YORK,1,0
CND,260 W BROADWAY 4A,10013,2495000,100,,,0,7/11/2017,Market,NEW YORK,1,0
CND,260 W BROADWAY 4G,10013,2900000,100,1500000,,55,2/7/2022,Market,NEW YORK,1,0
CND,260 W BROADWAY 6G,10013,2250000,,1460000,388620,65,8/20/2019,NonMarket-Family,NEW YORK,1,0
CND,260 W BROADWAY 11A,10013,8500000,35,5525000,,57,9/2/2020,Market,NEW YORK,1,0
CND,1 YORK ST 3C,10013,3050000,54,1400000,,49,10/11/2022,Market,NEW YORK,1,0
CND,1 YORK ST 3E,10013,3610000,20,2888000,,80,3/30/2023,Market,NEW YORK,0,0
CND,1 YORK ST 5B,10013,2630000,24,2000000,,66,6/2/2020,Market,NEW YORK,1,0
CND,1 YORK ST 4F,10013,3210000,100,,,0,7/27/2016,Market,NEW YORK,0,0
CND,1 YORK ST 5C,10013,3025000,100,,,0,3/17/2022,Market,NEW YORK,1,0
CND,1 YORK ST 5G,10013,2300000,20,1840000,,61,7/27/2016,Market,NEW YORK,1,0
CND,1 YORK ST 6E,10013,3800000,61,1500000,,38,5/1/2017,Market,NEW YORK,1,0
CND,1 YORK ST 6C,10013,2560000,100,,,0,9/18/2020,Market,NEW YORK,1,0
CND,1 YORK ST 9C,10013,3300000,20,2640000,,79,10/24/2023,Market,NEW YORK,0,0
CND,1 YORK ST 6D,10013,2750000,61,1062500,,35,6/25/2018,Market,NEW YORK,1,0
CND,1 YORK ST 6F,10013,2900000,100,,,0,1/11/2023,Market,NEW YORK,1,0
CND,1 YORK ST 10B,10013,3450000,96,125000,,4,11/9/2021,Market,NEW YORK,1,0
CND,1 YORK ST 9B,10013,4300000,10,3870000,,92,6/8/2017,Market,NEW YORK,1,0
CND,1 YORK ST 10A,10013,4150000,73,1104000,,28,3/17/2022,Market,NEW YORK,1,0
CND,11 BEACH ST 3A,10013,6350000,100,4127500,,66,12/20/2022,Market Flip,NEW YORK,1,0
CND,11 BEACH ST 2D,10013,6750000,26,4975000,424325,65,4/13/2020,Market,NEW YORK,1,0
CND,11 BEACH ST 7A,10013,7450000,100,,,0,12/28/2022,Market,NEW YORK,1,0
CND,11 BEACH ST 8C,10013,6100000,100,,,0,1/17/2020,Market,NEW YORK,1,0
CND,405 GREENWICH ST 3,10013,2585000,23,2000000,,37,10/16/2013,Market,NEW YORK,0,0
CND,145 HUDSON ST 14B,10013,10700000,25,8025000,,73,2/17/2022,Market,NEW YORK,1,0
CND,7 HUBERT ST TH3H,10013,8900000,55,4000000,,44,6/29/2023,Market,NEW YORK,0,0
CND,7 HUBERT ST 5D,10013,4250000,100,,,0,5/25/2023,Market,NEW YORK,0,0
CND,7 HUBERT ST 8A,10013,6800000,41,4000000,,60,2/11/2020,Market,NEW YORK,0,0
CND,7 HUBERT ST PHC,10013,15000000,33,10000000,,67,5/20/2021,Market,NEW YORK,1,0
CND,7 HUBERT ST PHB,10013,20000000,100,,,0,12/23/2020,Market,NEW YORK,1,0
CND,403 GREENWICH ST A,10013,4600000,43,2600000,,54,11/12/2021,Market,NEW YORK,1,0
CND,415 GREENWICH ST TH-G,10013,8900000,100,,,0,2/4/2022,Market,NEW YORK,1,0
CND,415 GREENWICH ST 2D,10013,2325000,20,1860000,205000,52,8/29/2011,Market,NEW YORK,1,0
CND,415 GREENWICH ST 3G,10013,4750000,,4201,,0,2/18/2020,NonMarket-Family,NEW YORK,0,0
CND,415 GREENWICH ST 3C,10013,4800000,100,3840000,,79,9/28/2021,Market,NEW YORK,1,0
CND,415 GREENWICH ST 3H,10013,4550000,80,900000,,19,9/7/2023,Market,NEW YORK,0,0
CND,415 GREENWICH ST 4A,10013,4250000,100,,,0,10/20/2023,Market,NEW YORK,0,0
CND,415 GREENWICH ST 4F,10013,5300000,50,2650000,21942,45,8/18/2017,Market,NEW YORK,0,0
CND,415 GREENWICH ST 6A,10013,4760000,20,3808000,,74,2/12/2021,Market,NEW YORK,1,0
CND,415 GREENWICH ST 5A,10013,5375000,35,3493750,,59,3/11/2016,Market,NEW YORK,0,0
CND,415 GREENWICH ST 5E,10013,3105000,100,,,0,2/7/2020,Market,NEW YORK,1,0
CND,415 GREENWICH ST 5D,10013,3145000,100,,,0,3/12/2019,Market,NEW YORK,0,0
CND,415 GREENWICH ST 7D,10013,4115000,100,,,0,7/12/2017,Market,NEW YORK,1,0
CND,415 GREENWICH ST 7A,10013,4750000,100,,,0,12/14/2021,Market,NEW YORK,1,0
CND,415 GREENWICH ST 7C,10013,5150000,100,,,0,9/22/2016,Market,NEW YORK,0,0
CND,161 HUDSON ST 2B,10013,4800000,100,,,0,5/31/2017,Market,NEW YORK,0,0
CND,161 HUDSON ST 2A,10013,4400000,75,1100000,,19,2/2/2015,Market,NEW YORK,1,0
CND,161 HUDSON ST 5B,10013,4362000,25,3271500,,68,3/12/2021,Market,NEW YORK,1,0
CND,151 HUDSON ST 6,10013,1323000,100,1218208,,33,12/18/2013,Market,NEW YORK,0,0
CND,79 LAIGHT ST 2B,10013,4255000,25,3191250,,70,6/8/2023,Market,NEW YORK,1,0
CND,79 LAIGHT ST 3C,10013,4450000,37,2800000,500000,59,1/29/2016,Market,NEW YORK,1,0
CND,79 LAIGHT ST 3B,10013,4200000,82,750835,,14,4/29/2020,Market,NEW YORK,1,0
CND,79 LAIGHT ST 3F,10013,5660000,100,,,0,4/24/2014,Market,NEW YORK,1,0
CND,79 LAIGHT ST 4F,10013,5350000,100,,,0,1/4/2021,Market,NEW YORK,1,0
CND,250 WEST ST 2C,10013,5100000,100,,,0,3/24/2022,Market,NEW YORK,1,0
CND,250 WEST ST 2F,10013,3825000,25,2868750,,72,1/10/2022,Market,NEW YORK,1,0
CND,250 WEST ST 2K,10013,1675000,0,1800000,,104,7/6/2022,Market,NEW YORK,1,0
CND,250 WEST ST 2H,10013,2723818,100,2864000,,78,3/19/2013,Market,NEW YORK,1,0
CND,250 WEST ST 3E,10013,3579000,100,,,0,3/25/2014,Market,NEW YORK,1,0
CND,250 WEST ST 3C,10013,5700000,100,,,0,7/29/2022,Market,NEW YORK,1,0
CND,250 WEST ST 3A,10013,3600000,100,2000000,,53,7/14/2022,Market,NEW YORK,1,0
CND,250 WEST ST 3L,10013,2640000,100,,,0,10/9/2015,Market,NEW YORK,0,1
CND,250 WEST ST 4A,10013,3625000,100,,,0,2/25/2022,Market,NEW YORK,1,0
CND,250 WEST ST 4C,10013,6996000,100,,,0,9/28/2022,Market,NEW YORK,1,0
CND,250 WEST ST 4K,10013,1720000,100,,,0,4/21/2015,Market,NEW YORK,0,0
CND,250 WEST ST 5H,10013,3625000,20,2900000,,77,10/27/2021,Market,NEW YORK,1,0
CND,250 WEST ST 5E,10013,4000000,75,1000000,,26,10/10/2023,Market,NEW YORK,1,0
CND,250 WEST ST 6C,10013,6750000,100,,,0,10/20/2023,Market,NEW YORK,0,0
CND,250 WEST ST 5D,10013,6582750,62,2500000,,37,9/1/2021,Market,NEW YORK,1,0
CND,250 WEST ST 6K,10013,1687500,100,,,0,6/7/2021,Market,NEW YORK,1,0
CND,250 WEST ST 8D,10013,6980000,25,5235000,,73,2/11/2022,Market,NEW YORK,1,0
CND,250 WEST ST 8K,10013,2667000,65,944843,,34,7/19/2022,Market,NEW YORK,1,0
CND,250 WEST ST 8H,10013,4750000,100,,,0,9/15/2015,Market,NEW YORK,1,0
CND,250 WEST ST 8F,10013,3870000,20,3096000,,75,8/2/2021,Market,NEW YORK,1,0
CND,250 W ST 9-K 9K,10013,3390000,100,7900000,,135,5/16/2016,Market,NEW YORK,0,0
CND,250 WEST ST 10C,10013,5845000,57,,,0,6/3/2016,Market,NEW YORK,1,0
CND,250 WEST ST 10A,10013,11500000,35,7475000,,66,1/6/2023,Market,NEW YORK,1,0
CND,250 WEST ST 10E,10013,3925000,100,,,0,10/19/2023,Market,NEW YORK,0,0
CND,250 WEST ST 10G,10013,4128888,99,54340,,1,6/23/2021,Market,NEW YORK,1,0
CND,250 WEST ST 11B,10013,7500000,100,,,0,6/8/2016,Market,NEW YORK,0,0
CND,250 WEST ST 11D,10013,3825000,100,,,0,6/9/2016,Market,NEW YORK,1,0
CND,401 WASHINGTON ST 4C,10013,12000000,100,,,0,5/26/2022,Market,NEW YORK,1,0
CND,88 LAIGHT ST 2,10013,3500000,30,2450000,,53,10/5/2021,Market,NEW YORK,1,0
CND,88 LAIGHT ST 6,10013,3925000,35,2551250,,51,8/7/2015,Market,NEW YORK,0,0
CND,88 LAIGHT ST 8,10013,3900000,100,,,0,9/7/2012,Market,NEW YORK,1,0
CND,92 LAIGHT ST 4A,10013,4625000,36,2950000,,68,10/6/2022,Market,NEW YORK,1,0
CND,92 LAIGHT ST 4D,10013,3950000,20,3160000,,70,8/18/2020,Market,NEW YORK,1,0
CND,92 LAIGHT ST 6A,10013,4990000,50,2500000,,43,1/20/2021,Market,NEW YORK,1,0
CND,92 LAIGHT ST 7D,10013,4300000,100,,,0,4/20/2022,Market,NEW YORK,1,0
CND,92 LAIGHT ST 6B,10013,4400000,32,3000000,,72,2/5/2018,Market,NEW YORK,1,0
CND,92 LAIGHT ST 8D,10013,4450000,100,,,0,10/18/2023,Market,NEW YORK,1,0
CND,92 LAIGHT ST 9D,10013,4250000,25,3187500,,75,6/22/2022,Market,NEW YORK,1,0
CND,92 LAIGHT ST 9A,10013,7350000,100,,,0,1/27/2017,Market,NEW YORK,0,0
CND,416 WASHINGTON ST 2H,10013,3425000,100,,,0,3/18/2022,Market,NEW YORK,1,0
CND,416 WASHINGTON ST 3G,10013,4326200,25,3244650,,61,6/29/2016,Market,NEW YORK,0,0
CND,416 WASHINGTON ST 3E,10013,5225000,100,,,0,6/20/2023,Market,NEW YORK,0,0
CND,416 WASHINGTON ST 4E,10013,3675000,80,750000,,15,3/12/2020,Market,NEW YORK,0,0
CND,416 WASHINGTON ST 4G,10013,4420000,30,3094000,41000,61,8/9/2013,Market,NEW YORK,1,0
CND,416 WASHINGTON ST 4H,10013,3302000,20,2641600,,64,6/20/2016,Market,NEW YORK,1,0
CND,416 WASHINGTON ST 5E,10013,4900000,25,3675000,,76,9/8/2022,Market,NEW YORK,1,0
CND,416 WASHINGTON ST 4K,10013,2100000,100,,,0,8/23/2016,Market,NEW YORK,1,0
CND,416 WASHINGTON ST 5I,10013,3500000,15,2975000,34406,73,1/24/2017,Market,NEW YORK,1,0
CND,416 WASHINGTON ST PHB,10013,9950000,40,6000000,,67,12/19/2022,Market,NEW YORK,1,0
CND,415 WASHINGTON ST 7A,10013,3950000,30,2765000,,67,8/28/2023,Market,NEW YORK,0,0
CND,415 WASHINGTON ST 5A,10013,4600000,100,,,0,5/4/2022,Market,NEW YORK,1,0
CND,429 GREENWICH ST 2B,10013,4450000,20,3560000,,80,2/4/2022,Market,NEW YORK,1,0
CND,429 GREENWICH ST 2A,10013,3400000,25,2550000,,63,7/18/2022,Market,NEW YORK,1,0
CND,429 GREENWICH ST 5A,10013,3025000,25,2268750,,70,1/11/2022,Market,NEW YORK,1,0
CND,429 GREENWICH ST 9B,10013,9225000,100,,,0,2/9/2022,Market,NEW YORK,1,0
CND,429 GREENWICH ST 6A,10013,4560000,25,3420000,,35,8/13/2020,Market,NEW YORK,1,0
CND,39 VESTRY ST 3B,10013,2451000,100,,,0,8/4/2014,Market,NEW YORK,0,0
CND,39 VESTRY ST 1B,10013,6600000,100,,,0,9/10/2013,Market,NEW YORK,0,0
CND,39 VESTRY ST 4A,10013,4500000,25,3375000,,75,6/21/2022,Market,NEW YORK,1,0
CND,35 VESTRY ST 4,10013,3250000,100,,,0,6/15/2021,Market,NEW YORK,1,0
CND,39 VESTRY ST PHB,10013,6800000,100,,,0,3/8/2023,Market,NEW YORK,0,0
CND,35 VESTRY ST 5,10013,2925000,50,1450000,,43,4/15/2021,Market,NEW YORK,1,0
CND,35 VESTRY ST 3,10013,3200000,30,2240000,,57,8/18/2015,Market,NEW YORK,1,0
CND,169 HUDSON ST 5N,10013,5345000,25,4008750,999999,77,7/20/2021,Market,NEW YORK,1,0
CND,169 HUDSON ST 6N,10013,7450000,100,,,0,12/21/2021,Market,NEW YORK,1,0
CND,169 HUDSON ST 4S,10013,5950000,93,445000,,7,10/25/2018,Market,NEW YORK,1,0
CND,52 LAIGHT ST R6,10013,5350000,35,3500000,,81,8/29/2022,Market,NEW YORK,1,0
CND,11 VESTRY ST 3,10013,4650000,100,,,0,9/12/2023,Market,NEW YORK,1,0
CND,44 LAIGHT ST 3A,10013,6075000,35,3948750,,63,3/26/2021,Market,NEW YORK,1,0
CND,44 LAIGHT ST 1B,10013,5400000,100,4000000,,35,12/13/2021,Market,NEW YORK,1,0
CND,44 LAIGHT ST 4A,10013,5400000,100,3623750,,28,4/29/2020,Market,NEW YORK,1,0
CND,44 LAIGHT ST 2B,10013,6175000,100,4940000,,1024,9/14/2022,Market,NEW YORK,1,0
CND,44 LAIGHT ST 6C,10013,2850000,100,,,0,5/8/2023,Market,NEW YORK,1,0
CND,44 LAIGHT ST 4B,10013,5690000,25,4267500,,62,7/7/2021,Market,NEW YORK,1,0
CND,28 LAIGHT ST 1D,10013,3750000,50,1886275,,39,5/14/2021,Market,NEW YORK,1,0
CND,28 LAIGHT ST 5C,10013,4350000,20,3480000,,67,4/6/2021,Market,NEW YORK,1,0
CND,48 LAIGHT ST 5N,10013,2550000,100,,,0,8/16/2023,Market,NEW YORK,0,0
CND,48 LAIGHT ST 5S,10013,3050000,46,1650000,,44,9/13/2016,Market,NEW YORK,0,0
CND,181 HUDSON ST 6D,10013,3375000,100,,,0,2/2/2023,Market,NEW YORK,1,0
CND,181 HUDSON ST 7D,10013,3325000,40,1995000,,57,5/9/2023,Market,NEW YORK,0,0
CND,181 HUDSON ST 3A,10013,3850000,41,2285000,,58,7/18/2023,Market,NEW YORK,1,0
CND,181 HUDSON ST 3B,10013,2350000,40,1400000,,54,7/19/2021,Market,NEW YORK,1,0
CND,181 HUDSON ST 1C,10013,3950000,73,1050000,,28,8/14/2023,Market,NEW YORK,0,0
CND,181 HUDSON ST 2D,10013,1600000,25,1200000,,61,7/9/2020,Market,NEW YORK,1,0
CND,195 HUDSON ST 1B,10013,5495000,100,,,0,12/10/2015,Market,NEW YORK,1,0
CND,195 HUDSON ST 2A,10013,4300018,100,,,0,2/22/2018,Market,NEW YORK,1,0
CND,195 HUDSON ST 2B,10013,3425000,100,,,0,7/5/2016,Market,NEW YORK,0,0
CND,195 HUDSON ST 1A,10013,3850000,100,,,0,11/30/2015,Market,NEW YORK,0,0
CND,195 HUDSON ST 2C,10013,4900000,40,2940000,,49,2/5/2019,Market,NEW YORK,1,0
CND,195 HUDSON ST 2D,10013,4230000,100,,,0,1/22/2021,Market,NEW YORK,1,0
CND,195 HUDSON ST 4B,10013,5000000,100,,,0,9/15/2017,Market,NEW YORK,1,1
