Address,Count,Zipcode,Type,Owner Occ?,Purchase Amt,Amount Mortgaged,% Borrowed,Mtg Tx Pd,Mansion Tax Pd,New Sales Tax Amount,Population,Median Age,Household Income,Per Capita Income,Median Gross Rent,Poverty Count,Poverty Rate
429 GREENWICH ST 9B,1,10013,CND,1.0,9225000.0,0.0,0.0,0.0,92250.0,409405.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
429 GREENWICH ST 6A,1,10013,CND,1.0,4560000.0,3420000.0,75.0,66690.0,45600.0,202372.8,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
39 VESTRY ST 4A,1,10013,CND,1.0,4500000.0,3375000.0,75.0,65812.5,45000.0,199710.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
35 VESTRY ST 4,1,10013,CND,1.0,3250000.0,0.0,0.0,0.0,32500.0,144235.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
35 VESTRY ST 5,1,10013,CND,1.0,2925000.0,1450000.0,49.57264957264957,28275.0,29250.0,129811.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
35 VESTRY ST 3,1,10013,CND,1.0,3200000.0,2240000.0,70.0,43680.0,32000.0,142016.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
169 HUDSON ST 5N,1,10013,CND,1.0,5345000.0,4008750.0,75.0,78170.625,53450.0,237211.1,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
169 HUDSON ST 6N,1,10013,CND,1.0,7450000.0,0.0,0.0,0.0,74500.0,330631.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
169 HUDSON ST 4S,1,10013,CND,1.0,5950000.0,445000.0,7.478991596638655,8009.999999999999,59500.0,264061.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
52 LAIGHT ST R6,1,10013,CND,1.0,5350000.0,3500000.0,65.42056074766354,68250.0,53500.0,237433.00000000003,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
11 VESTRY ST 3,1,10013,CND,1.0,4650000.0,0.0,0.0,0.0,46500.0,206367.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
44 LAIGHT ST 3A,1,10013,CND,1.0,6075000.0,3948750.0,65.0,77000.625,60750.0,269608.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
44 LAIGHT ST 1B,1,10013,CND,1.0,5400000.0,4000000.0,74.07407407407408,78000.0,54000.0,239652.00000000003,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
44 LAIGHT ST 4A,1,10013,CND,1.0,5400000.0,3623750.0,67.10648148148148,70663.125,54000.0,239652.00000000003,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
44 LAIGHT ST 2B,1,10013,CND,1.0,6175000.0,4940000.0,80.0,96330.0,61750.0,274046.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
44 LAIGHT ST 6C,1,10013,CND,1.0,2850000.0,0.0,0.0,0.0,28500.0,126483.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
44 LAIGHT ST 4B,1,10013,CND,1.0,5690000.0,4267500.0,75.0,83216.25,56900.0,252522.2,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
28 LAIGHT ST 1D,1,10013,CND,1.0,3750000.0,1886275.0,50.30066666666667,36782.3625,37500.0,166425.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
28 LAIGHT ST 5C,1,10013,CND,1.0,4350000.0,3480000.0,80.0,67860.0,43500.0,193053.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
181 HUDSON ST 6D,1,10013,CND,1.0,3375000.0,0.0,0.0,0.0,33750.0,149782.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
181 HUDSON ST 3A,1,10013,CND,1.0,3850000.0,2285000.0,59.35064935064936,44557.5,38500.0,170863.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
181 HUDSON ST 3B,1,10013,CND,1.0,2350000.0,1400000.0,59.57446808510638,27300.0,23500.0,104293.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
181 HUDSON ST 2D,1,10013,CND,1.0,1600000.0,1200000.0,75.0,23400.0,16000.0,71008.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
195 HUDSON ST 1B,1,10013,CND,1.0,5495000.0,0.0,0.0,0.0,54950.0,243868.1,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
195 HUDSON ST 2A,1,10013,CND,1.0,4300018.0,0.0,0.0,0.0,43000.18,190834.79884,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
195 HUDSON ST 2C,1,10013,CND,1.0,4900000.0,2940000.0,60.0,57330.0,49000.0,217462.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
195 HUDSON ST 2D,1,10013,CND,1.0,4230000.0,0.0,0.0,0.0,42300.0,187727.4,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
195 HUDSON ST 4B,1,10013,CND,1.0,5000000.0,0.0,0.0,0.0,50000.0,221900.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
195 HUDSON ST 4E,1,10013,CND,1.0,3495000.0,2495000.0,71.38769670958513,48652.5,34950.0,155108.1,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
195 HUDSON ST 5D,1,10013,CND,1.0,7800000.0,2500000.0,32.05128205128205,48750.0,78000.0,346164.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 1B,1,10013,CND,1.0,6700000.0,0.0,0.0,0.0,67000.0,297346.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 1A,1,10013,CND,1.0,6200000.0,0.0,0.0,0.0,62000.0,275156.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 1G,1,10013,CND,1.0,6053000.0,3630000.0,59.97026267966298,70785.0,60530.0,268632.14,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 2F,1,10013,CND,1.0,10700000.0,0.0,0.0,0.0,107000.0,474866.00000000006,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 2G,1,10013,CND,1.0,8000000.0,0.0,0.0,0.0,80000.0,355040.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 2H,1,10013,CND,1.0,16500000.0,0.0,0.0,0.0,165000.0,732270.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 3H,1,10013,CND,1.0,13395078.0,7530000.0,56.21467825719267,146835.0,133950.78,594473.5616400001,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 6G,1,10013,CND,1.0,12800000.0,0.0,0.0,0.0,128000.0,568064.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
443 GREENWICH ST 6F,1,10013,CND,1.0,9750000.0,0.0,0.0,0.0,97500.0,432705.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
70 VESTRY ST 4F,1,10013,CND,1.0,7550000.0,0.0,0.0,0.0,75500.0,335069.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
464 GREENWICH ST,1,10013,SFR,1.0,23500000.0,14100000.0,60.0,274950.0,235000.0,1042930.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
462 GREENWICH ST 3,1,10013,CND,1.0,3300000.0,2310000.0,70.0,45045.0,33000.0,146454.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 4I,1,10013,CND,1.0,2645000.0,1983750.0,75.0,38683.125,26450.0,117385.1,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 5F,1,10013,CND,1.0,2900000.0,0.0,0.0,0.0,29000.0,128702.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 4J,1,10013,CND,1.0,2900000.0,2465000.0,85.0,48067.5,29000.0,128702.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 4G,1,10013,CND,1.0,2700000.0,0.0,0.0,0.0,27000.0,119826.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 7G,1,10013,CND,1.0,2550000.0,2000000.0,78.43137254901961,39000.0,25500.0,113169.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 2C,1,10013,CND,1.0,2315000.0,0.0,0.0,0.0,23150.0,102739.7,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 7J,1,10013,CND,1.0,3125000.0,2500000.0,80.0,48750.0,31250.0,138687.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 6B,1,10013,CND,1.0,3820000.0,0.0,0.0,0.0,38200.0,169531.6,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 7B,1,10013,CND,1.0,3650000.0,2920000.0,80.0,56940.0,36500.0,161987.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 6C,1,10013,CND,1.0,2450000.0,0.0,0.0,0.0,24500.0,108731.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 8A,1,10013,CND,1.0,4100000.0,0.0,0.0,0.0,41000.0,181958.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
311 W BROADWAY 7A,1,10013,CND,1.0,4200000.0,0.0,0.0,0.0,42000.0,186396.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
325 W BROADWAY 4B,1,10013,CND,1.0,3827812.0,0.0,0.0,0.0,38278.12,169878.29656000002,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
11 MERCER ST 3A,1,10013,CND,1.0,6000000.0,4800000.0,80.0,93600.0,60000.0,266280.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
15 MERCER ST 5A,1,10013,CND,1.0,7480000.0,0.0,0.0,0.0,74800.0,331962.4,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
22 MERCER ST 2B,1,10013,CND,1.0,3780000.0,0.0,0.0,0.0,37800.0,167756.40000000002,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
22 MERCER ST 3B,1,10013,CND,1.0,3150000.0,2362500.0,75.0,46068.75,31500.0,139797.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
22 MERCER ST PHC,1,10013,CND,1.0,7650000.0,5000000.0,65.359477124183,97500.0,76500.0,339507.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
22 MERCER ST 4D,1,10013,CND,1.0,5150000.0,0.0,0.0,0.0,51500.0,228557.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
161 GRAND ST 4B,1,10013,CND,1.0,2900000.0,0.0,0.0,0.0,29000.0,128702.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
161 GRAND ST 5B,1,10013,CND,1.0,2725000.0,0.0,0.0,0.0,27250.0,120935.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
136 BAXTER ST 5A,1,10013,CND,1.0,2825000.0,2260000.0,80.0,44070.0,28250.0,125373.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
136 BAXTER ST 5C,1,10013,CND,1.0,3500000.0,0.0,0.0,0.0,35000.0,155330.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
133 MULBERRY ST 2B,1,10013,CND,1.0,3100000.0,0.0,0.0,0.0,31000.0,137578.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
133 MULBERRY ST 3C,1,10013,CND,1.0,2250000.0,1595000.0,70.88888888888889,31102.5,22500.0,99855.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
133 MULBERRY ST 3D,1,10013,CND,1.0,2400000.0,1920000.0,80.0,37440.0,24000.0,106512.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
133 MULBERRY ST 5D,1,10013,CND,1.0,2400000.0,1680000.0,70.0,32760.0,24000.0,106512.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
133 MULBERRY ST 6A,1,10013,CND,1.0,2450000.0,0.0,0.0,0.0,24500.0,108731.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
80 ELIZABETH ST 2A,1,10013,CND,1.0,1180000.0,944000.0,80.0,18408.0,11800.0,52368.4,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
80 ELIZABETH ST 2G,1,10013,CND,1.0,885000.0,0.0,0.0,0.0,0.0,39276.3,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
80 ELIZABETH ST 8G,1,10013,CND,1.0,920000.0,0.0,0.0,0.0,0.0,40829.600000000006,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
122 ELIZABETH ST 2A,1,10013,CND,1.0,700000.0,509500.0,72.78571428571429,9935.25,0.0,31066.000000000004,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
122 ELIZABETH ST 4A,1,10013,CND,1.0,1308000.0,0.0,0.0,0.0,13080.0,58049.04,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
122 ELIZABETH ST 6D,1,10013,CND,1.0,612000.0,382700.0,62.532679738562095,6888.599999999999,0.0,27160.56,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
122 ELIZABETH ST 7B,1,10013,CND,1.0,1200000.0,960000.0,80.0,18720.0,12000.0,53256.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
2 CENTRE MARKET PL,1,10013,SFR,1.0,7090000.0,0.0,0.0,0.0,70900.0,314654.2,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
176 MULBERRY ST PH,1,10013,CND,1.0,3625000.0,1000000.0,27.58620689655172,19500.0,36250.0,160877.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
476 BROADWAY 4F,1,10013,CND,1.0,6995000.0,4000000.0,57.18370264474625,78000.0,69950.0,310438.10000000003,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
30 CROSBY ST M2,1,10013,CND,1.0,4850000.0,750000.0,15.463917525773196,14625.0,48500.0,215243.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
30 CROSBY ST 2B,1,10013,CND,1.0,8600000.0,0.0,0.0,0.0,86000.0,381668.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
30 CROSBY ST 3A,1,10013,CND,1.0,8500000.0,0.0,0.0,0.0,85000.0,377230.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
476 BROADWAY 5F,1,10013,CND,1.0,7250000.0,0.0,0.0,0.0,72500.0,321755.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
30 CROSBY ST 3B,1,10013,CND,1.0,8325000.0,4995000.0,60.0,97402.5,83250.0,369463.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
475 BROADWAY 4E,1,10013,CND,1.0,3010000.0,1549745.0,51.48654485049834,30220.0275,30100.0,133583.80000000002,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
40 MERCER ST 8,1,10013,CND,1.0,7475000.0,4858000.0,64.98996655518394,94731.0,74750.0,331740.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
40 MERCER ST 21,1,10013,CND,1.0,6394375.0,0.0,0.0,0.0,63943.75,283782.36250000005,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
40 MERCER ST 23,1,10013,CND,1.0,6350000.0,3810000.0,60.0,74295.0,63500.0,281813.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
40 MERCER ST 22,1,10013,CND,1.0,3815000.0,0.0,0.0,0.0,38150.0,169309.7,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
40 MERCER ST 39,1,10013,CND,1.0,7900000.0,0.0,0.0,0.0,79000.0,350602.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
44 MERCER ST 3,1,10013,CND,1.0,3825000.0,0.0,0.0,0.0,38250.0,169753.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
351 W BROADWAY 3,1,10013,CND,1.0,3040000.0,0.0,0.0,0.0,30400.0,134915.2,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
45 GREENE ST 6,1,10013,CND,1.0,7650000.0,4590000.0,60.0,89505.0,76500.0,339507.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
42 WOOSTER ST 2NOFR,1,10013,CND,1.0,4500000.0,3600000.0,80.0,70200.0,45000.0,199710.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
42 WOOSTER ST 4NOFR,1,10013,CND,1.0,6150000.0,0.0,0.0,0.0,61500.0,272937.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
45 GREENE ST 5,1,10013,CND,1.0,3775000.0,0.0,0.0,0.0,37750.0,167534.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
43 WOOSTER ST 4E,1,10013,CND,1.0,3600000.0,0.0,0.0,0.0,36000.0,159768.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
60 GRAND ST 2,1,10013,CND,1.0,1527375.0,500000.0,32.73590310172682,9750.0,15273.75,67784.90250000001,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
43 WOOSTER ST 3E,1,10013,CND,1.0,3975000.0,0.0,0.0,0.0,39750.0,176410.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
43 WOOSTER ST 2W,1,10013,CND,1.0,4150000.0,2697500.0,65.0,52601.25,41500.0,184177.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
60 GRAND ST 6,1,10013,CND,1.0,2650000.0,500000.0,18.867924528301888,9750.0,26500.0,117607.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
525 BROOME ST 3,1,10013,CND,1.0,3850000.0,0.0,0.0,0.0,38500.0,170863.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
350 W BROADWAY 5,1,10013,CND,1.0,7850000.0,5495000.0,70.0,107152.5,78500.0,348383.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
350 W BROADWAY 6,1,10013,CND,1.0,6200000.0,0.0,0.0,0.0,62000.0,275156.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
354 BROOME ST 3C,1,10013,CND,1.0,1315000.0,815000.0,61.97718631178707,15892.5,13150.0,58359.7,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
354 BROOME ST 4B,1,10013,CND,1.0,2425000.0,0.0,0.0,0.0,24250.0,107621.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
354 BROOME ST 3F,1,10013,CND,1.0,2300000.0,1725000.0,75.0,33637.5,23000.0,102074.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
354 BROOME ST 3G,1,10013,CND,1.0,952500.0,714375.0,75.0,13930.3125,0.0,42271.95,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
354 BROOME ST 4C,1,10013,CND,1.0,1875000.0,1500000.0,80.0,29250.0,18750.0,83212.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
180 AVENUE OF THE AMERICAS 7B,1,10013,CND,1.0,3850000.0,3000000.0,77.92207792207793,58500.0,38500.0,170863.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
27 VANDAM ST,1,10013,SFR,1.0,14800000.0,11840000.0,80.0,230880.0,148000.0,656824.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 1A,1,10013,CND,1.0,3325000.0,2325000.0,69.92481203007519,45337.5,33250.0,147563.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 2C,1,10013,CND,1.0,5600000.0,1795355.0,32.059910714285714,35009.4225,56000.0,248528.00000000003,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 6A,1,10013,CND,1.0,2700000.0,1620000.0,60.0,31590.0,27000.0,119826.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 11A,1,10013,CND,1.0,3357000.0,2349900.0,70.0,45823.05,33570.0,148983.66,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 6C,1,10013,CND,1.0,1450000.0,0.0,0.0,0.0,14500.0,64351.00000000001,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 4E,1,10013,CND,1.0,2275000.0,0.0,0.0,0.0,22750.0,100964.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 7E,1,10013,CND,1.0,2325000.0,1800000.0,77.41935483870968,35100.0,23250.0,103183.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 8E,1,10013,CND,1.0,2250000.0,0.0,0.0,0.0,22500.0,99855.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 11E,1,10013,CND,1.0,2400000.0,1500000.0,62.5,29250.0,24000.0,106512.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 14E,1,10013,CND,1.0,2750000.0,2200000.0,80.0,42900.0,27500.0,122045.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 4F,1,10013,CND,1.0,1425000.0,1140000.0,80.0,22230.0,14250.0,63241.50000000001,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 7F,1,10013,CND,1.0,1360000.0,1088000.0,80.0,21216.0,13600.0,60356.8,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 11F,1,10013,CND,1.0,1495000.0,0.0,0.0,0.0,14950.0,66348.1,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 14F,1,10013,CND,1.0,1500000.0,0.0,0.0,0.0,15000.0,66570.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
505 GREENWICH ST 9G,1,10013,CND,1.0,1320000.0,0.0,0.0,0.0,13200.0,58581.600000000006,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
304 SPRING ST 7,1,10013,CND,1.0,3170000.0,1921990.0,60.63059936908517,37478.805,31700.0,140684.6,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
304 SPRING ST 8,1,10013,CND,1.0,3750000.0,2250000.0,60.0,43875.0,37500.0,166425.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 2A,1,10013,CND,1.0,2072000.0,225997.0,10.90719111969112,4067.946,20720.0,91955.36,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 3A,1,10013,CND,1.0,1940000.0,990000.0,51.03092783505154,19305.0,19400.0,86097.20000000001,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 4D,1,10013,CND,1.0,1550000.0,162500.0,10.483870967741936,2925.0,15500.0,68789.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 4F,1,10013,CND,1.0,1065000.0,16520.0,1.5511737089201878,297.36,10650.0,47264.7,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 5D,1,10013,CND,1.0,1455000.0,0.0,0.0,0.0,14550.0,64572.9,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 6E,1,10013,CND,1.0,1735000.0,1301250.0,75.0,25374.375,17350.0,76999.3,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 7D,1,10013,CND,1.0,1500000.0,950000.0,63.33333333333333,18525.0,15000.0,66570.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 7B,1,10013,CND,1.0,1925000.0,1535000.0,79.74025974025975,29932.5,19250.0,85431.5,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 6D,1,10013,CND,1.0,1521000.0,1183500.0,77.81065088757396,23078.25,15210.0,67501.98000000001,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 7C,1,10013,CND,1.0,1400000.0,0.0,0.0,0.0,14000.0,62132.00000000001,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 9C,1,10013,CND,1.0,1150000.0,0.0,0.0,0.0,11500.0,51037.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 8E,1,10013,CND,1.0,1460000.0,0.0,0.0,0.0,14600.0,64794.8,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
255 HUDSON ST 10C,1,10013,CND,1.0,1137500.0,775000.0,68.13186813186813,15112.5,11375.0,50482.25,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
475 GREENWICH ST 2C,1,10013,CND,1.0,1250000.0,875000.0,70.0,17062.5,12500.0,55475.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
475 GREENWICH ST 3A,1,10013,CND,1.0,3650000.0,2372500.0,65.0,46263.75,36500.0,161987.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
475 GREENWICH ST 4A,1,10013,CND,1.0,3695000.0,2771250.0,75.0,54039.375,36950.0,163984.1,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
475 GREENWICH ST 3D,1,10013,CND,1.0,2600000.0,1950000.0,75.0,38025.0,26000.0,115388.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
22 RENWICK ST 3A,1,10013,CND,1.0,1892500.0,410096.0,21.669537648612945,7381.727999999999,18925.0,83989.15000000001,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
22 RENWICK ST 6B,1,10013,CND,1.0,1900000.0,1520000.0,80.0,29640.0,19000.0,84322.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
