Address,Count,Zipcode,Type,Owner Occ?,Purchase Amt,Amount Mortgaged,% Borrowed,Mtg Tx Pd,Mansion Tax Pd,New Sales Tax Amount,Population,Median Age,Household Income,Per Capita Income,Median Gross Rent,Poverty Count,Poverty Rate
60 RIVERSIDE BLVD 2603,1,10069,CND,0.0,3899000.0,0.0,0.0,0.0,38990.0,35091.0,6259.0,40.0,197680.0,148668.0,3286.0,1493.0,23.85365074293018
60 RIVERSIDE BLVD 2703,1,10069,CND,0.0,3850000.0,1000000.0,25.97402597402597,19500.0,38500.0,34650.0,6259.0,40.0,197680.0,148668.0,3286.0,1493.0,23.85365074293018
60 RIVERSIDE BLVD 3202,1,10069,CND,0.0,3350000.0,0.0,0.0,0.0,33500.0,30150.0,6259.0,40.0,197680.0,148668.0,3286.0,1493.0,23.85365074293018
1695 CLAY AVE,1,10457,SFR,1.0,390000.0,0.0,0.0,0.0,0.0,17308.2,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
163 BUSH ST,1,10453,SFR,1.0,850000.0,0.0,0.0,0.0,0.0,37723.0,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
165 BUSH ST,1,10453,SFR,1.0,850000.0,0.0,0.0,0.0,0.0,37723.0,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
1857 HARRISON AVE,1,10453,SFR,1.0,436800.0,376800.0,86.26373626373626,6782.4,0.0,19385.184,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
1710 UNDERCLIFF AVE,1,10453,SFR,1.0,610000.0,457500.0,75.0,8235.0,0.0,27071.800000000003,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
1748 UNDERCLIFF AVE,1,10453,SFR,1.0,560000.0,549857.0,98.18875,10722.2115,0.0,24852.800000000003,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
1766 UNDERCLIFF AVE,1,10453,SFR,1.0,490000.0,392000.0,80.0,7055.999999999999,0.0,21746.2,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
1770 UNDERCLIFF AVE,1,10453,SFR,1.0,465000.0,441750.0,95.0,7951.499999999999,0.0,20636.7,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
1774 UNDERCLIFF AVE,1,10453,SFR,1.0,295000.0,289656.0,98.1884745762712,5213.808,0.0,13092.1,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
410 E 179TH ST,1,10457,SFR,1.0,655000.0,643136.0,98.18870229007634,12541.152,0.0,29068.9,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
4463 PARK AVE,1,10457,SFR,1.0,455000.0,432250.0,95.0,7780.499999999999,0.0,20192.9,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
410 E 182ND ST,1,10457,SFR,1.0,305000.0,299475.0,98.18852459016394,5390.549999999999,0.0,13535.9,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
4453 PARK AVE,1,10457,SFR,1.0,570000.0,559675.0,98.18859649122808,10913.6625,0.0,25296.6,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
4455 PARK AVE,1,10457,SFR,1.0,520000.0,510581.0,98.18865384615384,9956.3295,0.0,23077.6,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2052 BATHGATE AVE,1,10457,SFR,1.0,580000.0,551000.0,95.0,10744.5,0.0,25740.4,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2083 BATHGATE AVE,1,10457,SFR,1.0,445000.0,333750.0,75.0,6007.5,0.0,19749.1,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
540 E 182ND ST,1,10457,SFR,1.0,375000.0,356250.0,95.0,6412.499999999999,0.0,16642.5,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2257 BATHGATE AVE,1,10457,SFR,1.0,600000.0,0.0,0.0,0.0,0.0,26628.0,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
503 E 182ND ST,1,10457,SFR,1.0,375000.0,0.0,0.0,0.0,0.0,16642.5,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
10 WADE SQ,1,10457,SFR,1.0,542000.0,532183.0,98.18874538745388,10377.5685,0.0,24053.960000000003,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2179 ARTHUR AVE,1,10457,SFR,1.0,575000.0,559675.0,97.33478260869563,10913.6625,0.0,25518.5,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
12 WADE SQ,1,10457,SFR,1.0,450000.0,441849.0,98.18866666666666,7953.281999999999,0.0,19971.0,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2175 ARTHUR AVE,1,10457,SFR,1.0,570000.0,536731.0,94.16333333333333,10466.2545,0.0,25296.6,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2169 ARTHUR AVE,1,10457,SFR,1.0,625000.0,427500.0,68.4,7694.999999999999,0.0,27737.5,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2052 ARTHUR AVE,1,10457,SFR,1.0,345000.0,327750.0,95.0,5899.5,0.0,15311.1,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
612 E 181ST ST,1,10457,SFR,1.0,330000.0,313500.0,95.0,5643.0,0.0,14645.4,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2127 E 181ST ST,1,10457,SFR,1.0,575000.0,557844.0,97.01634782608696,10877.958,0.0,25518.5,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2178 ARTHUR AVE,1,10457,SFR,1.0,450000.0,34981.0,7.773555555555555,629.6579999999999,0.0,19971.0,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
617 OAK TREE PL,1,10457,SFR,1.0,630000.0,618589.0,98.18873015873017,12062.4855,0.0,27959.4,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2165 HUGHES AVE,1,10457,SFR,1.0,519000.0,467100.0,90.0,8407.8,0.0,23033.22,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
615 OAK TREE PL,1,10457,SFR,1.0,312000.0,293000.0,93.9102564102564,5274.0,0.0,13846.56,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2152 HUGHES AVE,1,10457,SFR,1.0,520000.0,510581.0,98.18865384615384,9956.3295,0.0,23077.6,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2156 HUGHES AVE,1,10457,SFR,1.0,331000.0,0.0,0.0,0.0,0.0,14689.78,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2135 CROTONA AVE 4C,1,10457,CND,1.0,278999.0,223199.0,79.99992831515526,4017.582,0.0,12381.97562,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
751 E 180TH ST,1,10457,SFR,1.0,500000.0,0.0,0.0,0.0,0.0,22190.0,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2105 PROSPECT AVE,1,10457,SFR,1.0,347000.0,317765.0,91.5749279538905,5719.77,0.0,15399.86,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2111 PROSPECT AVE,1,10457,SFR,1.0,505000.0,429250.0,85.0,7726.499999999999,0.0,22411.9,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2169 PROSPECT AVE,1,10457,SFR,1.0,300000.0,294566.0,98.18866666666666,5302.187999999999,0.0,13314.0,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2163 PROSPECT AVE,1,10457,SFR,1.0,354500.0,0.0,0.0,0.0,0.0,15732.71,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2159 PROSPECT AVE,1,10457,SFR,1.0,518000.0,414400.0,80.0,7459.2,0.0,22988.84,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2157 PROSPECT AVE,1,10457,SFR,1.0,541450.0,508250.0,93.86831655739218,9910.875,0.0,24029.551000000003,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2153 CLINTON AVE,1,10457,SFR,1.0,525000.0,497557.0,94.77276190476192,8956.026,0.0,23299.5,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2143 CLINTON AVE,1,10457,SFR,1.0,480000.0,448500.0,93.4375,8072.999999999999,0.0,21302.4,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2135 CLINTON AVE,1,10457,SFR,1.0,541000.0,432800.0,80.0,7790.4,0.0,24009.58,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2124 PROSPECT AVE,1,10457,SFR,1.0,429000.0,418000.0,97.43589743589745,7523.999999999999,0.0,19039.02,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2126 PROSPECT AVE,1,10457,SFR,1.0,541000.0,531201.0,98.18872458410353,10358.4195,0.0,24009.58,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2128 PROSPECT AVE,1,10457,SFR,1.0,330000.0,273699.0,82.93909090909091,4926.581999999999,0.0,14645.4,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2042 VALENTINE AVE,1,10457,SFR,1.0,450000.0,400000.0,88.88888888888889,7199.999999999999,0.0,19971.0,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2044 VALENTINE AVE,1,10457,SFR,1.0,493000.0,484070.0,98.18864097363084,8713.26,0.0,21879.34,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2198 VALENTINE AVE,1,10457,SFR,1.0,390000.0,385080.0,98.73846153846154,6931.44,0.0,17308.2,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2247 TIEBOUT AVE,1,10457,SFR,1.0,550000.0,540038.0,98.18872727272728,10530.741,0.0,24409.0,79817.0,30.8,41145.0,20187.0,1381.0,27317.0,34.224538632120975
2159 WALTON AVE,1,10453,SFR,1.0,495000.0,445500.0,90.0,8018.999999999999,0.0,21968.1,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
1941 ANDREWS AVE,1,10453,SFR,1.0,735000.0,588000.0,80.0,11466.0,0.0,32619.300000000003,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
211 W 179TH ST,1,10453,SFR,1.0,739000.0,714285.0,96.6556156968877,13928.5575,0.0,32796.82,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
1931 HENNESSY PL,1,10453,SFR,1.0,350000.0,331250.0,94.64285714285714,5962.5,0.0,15533.000000000002,80385.0,33.8,34800.0,19016.0,1362.0,27796.0,34.57859053305965
2 PARK PL 29B,1,10007,CND,1.0,13500000.0,6625000.0,49.07407407407408,129187.5,135000.0,599130.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
2 PARK PL 33B,1,10007,CND,1.0,5200000.0,3900000.0,75.0,76050.0,52000.0,230776.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
2 PARK PL 35A,1,10007,CND,1.0,6500000.0,0.0,0.0,0.0,65000.0,288470.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
2 PARK PL 45A,1,10007,CND,1.0,6500000.0,0.0,0.0,0.0,65000.0,288470.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
2 PARK PL 46B,1,10007,CND,1.0,2999000.0,0.0,0.0,0.0,29990.0,133095.62,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 39H,1,10007,CND,1.0,1755999.0,0.0,0.0,0.0,17559.99,77931.23562,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 39J,1,10007,CND,1.0,2875000.0,0.0,0.0,0.0,28750.0,127592.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 51A,1,10007,CND,1.0,5450000.0,3185000.0,58.440366972477065,62107.5,54500.0,241871.00000000003,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 55C,1,10007,CND,1.0,4250000.0,38620.0,0.9087058823529413,695.16,42500.0,188615.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 56A,1,10007,CND,1.0,6650000.0,3520000.0,52.93233082706767,68640.0,66500.0,295127.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 58A,1,10007,CND,1.0,7250000.0,4712500.0,65.0,91893.75,72500.0,321755.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 62A,1,10007,CND,1.0,6940000.0,0.0,0.0,0.0,69400.0,307997.2,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 63C,1,10007,CND,1.0,4500000.0,0.0,0.0,0.0,45000.0,199710.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 65A,1,10007,CND,1.0,9300000.0,6975000.0,75.0,136012.5,93000.0,412734.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 68A,1,10007,CND,1.0,11600000.0,8700000.0,75.0,169650.0,116000.0,514808.00000000006,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 71A,1,10007,CND,1.0,11345000.0,0.0,0.0,0.0,113450.0,503491.1,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL 76B,1,10007,CND,1.0,11600000.0,0.0,0.0,0.0,116000.0,514808.00000000006,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
30 PARK PL PH78B,1,10007,CND,1.0,18439344.0,11862500.0,64.33254892364934,231318.75,184393.44,818338.08672,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
275 GREENWICH ST 2MS,1,10007,CND,1.0,1020000.0,714000.0,70.0,13923.0,10200.0,45267.600000000006,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
275 GREENWICH ST 4JS,1,10007,CND,1.0,925000.0,647500.0,70.0,12626.25,0.0,41051.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
275 GREENWICH ST 9DS,1,10007,CND,1.0,1020000.0,0.0,0.0,0.0,10200.0,45267.600000000006,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
71 WARREN ST 2,1,10007,CND,1.0,2500000.0,0.0,0.0,0.0,25000.0,110950.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
71 WARREN ST 1,1,10007,CND,1.0,2900000.0,2320000.0,80.0,45240.0,29000.0,128702.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
71 MURRAY ST 10,1,10007,CND,1.0,7475000.0,0.0,0.0,0.0,74750.0,331740.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
77 WARREN ST 2,1,10007,CND,1.0,2950000.0,0.0,0.0,0.0,29500.0,130921.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
53 MURRAY ST 5,1,10007,CND,1.0,3650000.0,2920000.0,80.0,56940.0,36500.0,161987.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
53 WARREN ST 3,1,10007,CND,1.0,3000000.0,500000.0,16.666666666666664,9750.0,30000.0,133140.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
55 WARREN ST 2,1,10007,CND,1.0,6700000.0,485574.0,7.247373134328358,8740.331999999999,67000.0,297346.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
37 WARREN ST 2B,1,10007,CND,1.0,2100000.0,239286.0,11.394571428571428,4307.147999999999,21000.0,93198.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
37 WARREN ST 5A,1,10007,CND,1.0,4395000.0,3076500.0,70.0,59991.75,43950.0,195050.1,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
37 WARREN ST 7C,1,10007,CND,1.0,3125000.0,1382538.0,44.241216,26959.491,31250.0,138687.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
37 WARREN ST 6A,1,10007,CND,1.0,4650000.0,0.0,0.0,0.0,46500.0,206367.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
9 MURRAY ST 8W,1,10007,CND,1.0,3775000.0,2453750.0,65.0,47848.125,37750.0,167534.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
9 MURRAY ST 8SE,1,10007,CND,1.0,4350000.0,3480000.0,80.0,67860.0,43500.0,193053.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
9 MURRAY ST 7W,1,10007,CND,1.0,4075000.0,2200000.0,53.987730061349694,42900.0,40750.0,180848.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
19 WARREN ST 3E,1,10007,CND,1.0,2295000.0,1836000.0,80.0,35802.0,22950.0,101852.1,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 2H,1,10007,CND,1.0,2900000.0,1122851.0,38.719,21895.5945,29000.0,128702.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 2K,1,10007,CND,1.0,1625000.0,0.0,0.0,0.0,16250.0,72117.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 3B,1,10007,CND,1.0,2150000.0,2023090.0,94.09720930232558,39450.255,21500.0,95417.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 3H,1,10007,CND,1.0,1950000.0,0.0,0.0,0.0,19500.0,86541.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 3F1,1,10007,CND,1.0,2000000.0,0.0,0.0,0.0,20000.0,88760.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 4B,1,10007,CND,1.0,1750000.0,1000000.0,57.14285714285714,19500.0,17500.0,77665.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 4K,1,10007,CND,1.0,1795000.0,0.0,0.0,0.0,17950.0,79662.1,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 3K,1,10007,CND,1.0,1475000.0,1032500.0,70.0,20133.75,14750.0,65460.50000000001,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 4F,1,10007,CND,1.0,2140000.0,1712000.0,80.0,33384.0,21400.0,94973.2,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 6G,1,10007,CND,1.0,1980000.0,490239.0,24.759545454545453,8824.302,19800.0,87872.40000000001,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 7B,1,10007,CND,1.0,2300000.0,0.0,0.0,0.0,23000.0,102074.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 8B,1,10007,CND,1.0,2510000.0,2000000.0,79.6812749003984,39000.0,25100.0,111393.8,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 6A,1,10007,CND,1.0,2230000.0,600000.0,26.90582959641256,11700.0,22300.0,98967.4,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
25 MURRAY ST 6F,1,10007,CND,1.0,1825000.0,1460000.0,80.0,28470.0,18250.0,80993.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
18 WARREN ST UNIT2,1,10007,CND,1.0,1826550.0,1461240.0,80.0,28494.18,18265.5,81062.289,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
80 CHAMBERS ST 8F,1,10007,CND,1.0,4450000.0,0.0,0.0,0.0,44500.0,197491.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
80 CHAMBERS ST 10A,1,10007,CND,1.0,3670000.0,895169.0,24.391525885558583,17455.7955,36700.0,162874.6,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
80 CHAMBERS ST 13A,1,10007,CND,1.0,2975000.0,2230000.0,74.95798319327731,43485.0,29750.0,132030.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
80 CHAMBERS ST 13D,1,10007,CND,1.0,2200000.0,0.0,0.0,0.0,22000.0,97636.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
80 CHAMBERS ST 15B,1,10007,CND,1.0,1070000.0,0.0,0.0,0.0,10700.0,47486.600000000006,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
80 CHAMBERS ST 15D,1,10007,CND,1.0,2175000.0,1740000.0,80.0,33930.0,21750.0,96526.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
80 CHAMBERS ST 15E,1,10007,CND,1.0,1495000.0,0.0,0.0,0.0,14950.0,66348.1,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
270 BROADWAY 17B,1,10007,CND,1.0,3750000.0,312500.0,8.333333333333332,5625.0,37500.0,166425.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
270 BROADWAY 18A,1,10007,CND,1.0,4100000.0,2665000.0,65.0,51967.5,41000.0,181958.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
270 BROADWAY 18D,1,10007,CND,1.0,5365000.0,3487250.0,65.0,68001.375,53650.0,238098.7,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
270 BROADWAY 20C,1,10007,CND,1.0,2800000.0,1960000.0,70.0,38220.0,28000.0,124264.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
8 WARREN ST 4E,1,10007,CND,1.0,3280000.0,0.0,0.0,0.0,32800.0,145566.40000000002,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
22 WARREN ST 4,1,10007,CND,1.0,2850000.0,2280000.0,80.0,44460.0,28500.0,126483.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
22 WARREN ST 5,1,10007,CND,1.0,3000000.0,2400000.0,80.0,46800.0,30000.0,133140.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
88 CHAMBERS ST 201,1,10007,CND,1.0,2550000.0,2000000.0,78.43137254901961,39000.0,25500.0,113169.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
16 WARREN ST 1,1,10007,CND,1.0,2170000.0,0.0,0.0,0.0,21700.0,96304.6,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
92 CHAMBERS ST 3,1,10007,CND,1.0,2100000.0,1680000.0,80.0,32760.0,21000.0,93198.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
92 CHAMBERS ST 2,1,10007,CND,1.0,1785000.0,1338750.0,75.0,26105.625,17850.0,79218.3,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
12 WARREN ST THS,1,10007,CND,1.0,3650000.0,0.0,0.0,0.0,36500.0,161987.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
16 WARREN ST 4,1,10007,CND,1.0,3025000.0,1575000.0,52.066115702479344,30712.5,30250.0,134249.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
92 CHAMBERS ST 4,1,10007,CND,1.0,2025000.0,1417500.0,70.0,27641.25,20250.0,89869.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
12 WARREN ST 3,1,10007,CND,1.0,5875000.0,0.0,0.0,0.0,58750.0,260732.50000000003,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
12 WARREN ST PHA,1,10007,CND,1.0,4945000.0,3461500.0,70.0,67499.25,49450.0,219459.1,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
38 WARREN ST 6A,1,10007,CND,1.0,2910000.0,2037000.0,70.0,39721.5,29100.0,129145.8,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
38 WARREN ST 8C,1,10007,CND,1.0,2251338.0,1580000.0,70.1804882252243,30810.0,22513.38,99914.38044,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
38 WARREN ST 7B,1,10007,CND,1.0,2995000.0,0.0,0.0,0.0,29950.0,132918.1,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
38 WARREN ST 7C,1,10007,CND,1.0,3100000.0,2000000.0,64.51612903225806,39000.0,31000.0,137578.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
38 WARREN ST 9A,1,10007,CND,1.0,2825000.0,1325000.0,46.90265486725664,25837.5,28250.0,125373.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
54 WARREN ST 3,1,10007,CND,1.0,3500000.0,260000.0,7.428571428571429,4680.0,35000.0,155330.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
38 WARREN ST 9B,1,10007,CND,1.0,3250000.0,2000000.0,61.53846153846154,39000.0,32500.0,144235.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
54 WARREN ST 4,1,10007,CND,1.0,3450000.0,2760000.0,80.0,53820.0,34500.0,153111.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
295 GREENWICH ST 2MN,1,10007,CND,1.0,650000.0,520000.0,80.0,10140.0,0.0,28847.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
295 GREENWICH ST 3AN,1,10007,CND,1.0,1550000.0,1240000.0,80.0,24180.0,15500.0,68789.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
295 GREENWICH ST 3ON,1,10007,CND,1.0,875000.0,0.0,0.0,0.0,0.0,38832.5,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
150 CHAMBERS ST 5WEST,1,10007,CND,1.0,3095000.0,2476000.0,80.0,48282.0,30950.0,137356.1,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
148 CHAMBERS ST 3,1,10007,CND,1.0,2800000.0,1960000.0,70.0,38220.0,28000.0,124264.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
148 CHAMBERS ST 4,1,10007,CND,1.0,2300000.0,1840000.0,80.0,35880.0,23000.0,102074.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
148 CHAMBERS ST 2,1,10007,CND,1.0,2550000.0,1785000.0,70.0,34807.5,25500.0,113169.0,7506.0,34.7,250001.0,191709.0,3501.0,152.0,2.025046629363176
303 GREENWICH ST 3A,1,10013,CND,1.0,985000.0,738750.0,75.0,14405.625,0.0,43714.3,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
303 GREENWICH ST 5A,1,10013,CND,1.0,2050000.0,1000000.0,48.78048780487805,19500.0,20500.0,90979.0,29453.0,40.2,150675.0,157378.0,2113.0,2762.0,9.377652531151323
